incident_name,incident_is_final,incident_date_last_update,incident_date_created,incident_administrative_unit,incident_administrative_unit_url,incident_county,incident_location,incident_acres_burned,incident_containment,incident_control,incident_cooperating_agencies,incident_longitude,incident_latitude,incident_type,incident_id,incident_url,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,is_active,calfire_incident,notification_desired,DayAirTmpAvg,DayPrecip,DayRelHumAvg,DaySoilTmpAvg,DayWindSpdAvg,DayAirTmpAvg,DayPrecip,DayRelHumAvg,DaySoilTmpAvg,DayWindSpdAvg
School Fire,Y,2019-01-04T09:50:00Z,2018-07-10T17:31:00Z,CAL FIRE Madera-Mariposa-Merced ,,Madera,"in the area of Road 230 and Road 225, North Fork",12.0,100.0,,CAL FIRE Madera-Mariposa-Merced ,-119.50461,37.22791,,f5d14543-5d98-41ca-99f5-09c1197161b2,https://www.fire.ca.gov/incidents/2018/7/10/school-fire/,2019-01-04T09:50:00Z,2019-01-04,2018-07-10,N,True,False,,,,,,28.5,0.0,31.0,23.3,2.6
26 Fire,Y,2018-01-09T10:28:00Z,2017-06-07T21:00:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,"off of Road 29, north of Ave 26, east of Chowchilla",157.0,100.0,,CAL FIRE Madera-Mariposa-Merced Unit,-120.0193,37.12759,,f62bd692-7aae-4e46-8284-239150acced0,https://www.fire.ca.gov/incidents/2017/6/7/26-fire/,2018-01-09T10:28:00Z,2018-01-09,2017-06-07,N,True,False,,,,,,25.9,0.0,27.0,22.2,3.0
Lookout Fire,Y,2024-07-21T20:24:18Z,2024-07-19T22:43:07Z,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,Access road to the Deadwood repeater site near the town of Oakhurst ,11.0,100.0,,,-119.6859,37.3137,Wildfire,e02d609f-2db6-42a9-b929-368c1ffe018c,https://www.fire.ca.gov/incidents/2024/7/19/lookout-fire/,2024-07-21T20:24:11Z,2024-07-21,2024-07-19,N,True,False,,,,,,29.3,0.0,39.0,25.0,2.2
Willow Fire,Y,2015-08-13T10:30:00Z,2015-07-25T14:30:00Z,US Forest Service - Sierra National Forest ,,Madera,"off of Willow Canyon Drive and Road 274, southeast of Bass Lake",5702.0,100.0,,US Forest Service - Sierra National Forest ,-119.50014,37.279722,,8650f48d-5ea2-4dfc-96d2-f0d3f300b1e4,https://www.fire.ca.gov/incidents/2015/7/25/willow-fire/,2015-08-13T10:30:00Z,2015-08-13,2015-07-25,N,True,False,,,,,,27.4,0.0,33.0,26.3,3.2
Eastman Fire,Y,2022-10-24T10:56:03Z,2017-09-18T16:04:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,"Road 29 & Road 26, southwest of Raymond",483.0,100.0,,CAL FIRE Madera-Mariposa-Merced Unit,-120.015509,37.14624,,32d7eab5-d948-4be0-af69-b233e311d2b9,https://www.fire.ca.gov/incidents/2017/9/18/eastman-fire/,2018-01-09T13:21:00Z,2018-01-09,2017-09-18,N,True,False,,,,,,22.5,0.0,43.0,22.4,2.8
King Fire,Y,2023-10-31T14:21:57Z,2023-10-14T15:13:00Z,Sierra National Forest,,Madera,"Kinsman Flat Road and Mammoth Road, North West of Shaver Lake",,,,,-119.3594,37.2147,Wildfire,8b16db9f-44f5-4559-b53f-8f01a916c91c,https://www.fire.ca.gov/incidents/2023/10/14/king-fire/,2023-10-27T17:00:00Z,2023-10-27,2023-10-14,N,False,False,,,,,,18.2,0.0,46.0,19.8,1.3
Circle Fire,Y,2024-07-25T23:06:46Z,2024-07-23T12:36:19Z,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,"Road 200 and Circle J Ranch Road, O'neals",49.0,100.0,,,-119.65963,37.152487,Wildfire,07237a37-5e0e-44f9-9255-7442bd596f77,https://www.fire.ca.gov/incidents/2024/7/23/circle-fire/,2024-07-25T23:06:44Z,2024-07-25,2024-07-23,N,True,False,,,,,,33.0,0.0,38.0,25.0,1.7
Fork Fire,Y,2016-07-31T18:55:00Z,2016-07-29T17:55:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,"Off Mammoth Pool Rd & Douglas Ranger Station Rd, east of North Fork",38.0,100.0,,CAL FIRE Madera-Mariposa-Merced Unit,-119.4741,37.24006,,7066c984-1420-4c59-b175-9536da4c5d14,https://www.fire.ca.gov/incidents/2016/7/29/fork-fire/,2016-07-31T18:55:00Z,2016-07-31,2016-07-29,N,True,False,,,,,,32.0,0.0,30.0,27.0,1.8
Raymond Fire,Y,2024-06-28T11:02:03Z,2024-06-01T20:55:50Z,CAL FIRE Madera-Mariposa-Merced unit,,Madera,"Cleveland Avenue and Raymond Road, City of Madera",27.0,100.0,,,-120.044449,36.974519,Wildfire,8272c94a-4757-4ee4-9395-69cf62f0d857,https://www.fire.ca.gov/incidents/2024/6/1/raymond-fire/,2024-06-02T00:00:00Z,2024-06-02,2024-06-01,N,False,False,,,,,,25.6,0.0,34.0,19.5,0.7
Cornerstone Fire,Y,2019-01-04T09:52:00Z,2018-07-09T17:54:00Z,CAL FIRE Madera-Mariposa-Merced ,,Madera,"Cornerstone Court, Yosemite Lakes",11.0,100.0,,CAL FIRE Madera-Mariposa-Merced ,-119.80414,37.19817,,dc55524d-c29f-4990-8f73-2974348c7fc7,https://www.fire.ca.gov/incidents/2018/7/9/cornerstone-fire/,2019-01-04T09:52:00Z,2019-01-04,2018-07-09,N,True,False,,,,,,26.9,0.0,29.0,23.4,2.5
Buck Fire,Y,2021-06-08T18:33:01Z,2021-06-06T15:20:52Z,CAL FIRE/ Madera-Mariposa-Merced Unit,,Madera,"Rd 600 and Rd 612,  East of Raymond",50.0,100.0,,,-119.86047836209606,37.24484944019164,Wildfire,1a1a9275-f16f-4a06-abe6-3ba18e5e9b33,https://www.fire.ca.gov/incidents/2021/6/6/buck-fire/,2021-06-08T18:32:58Z,2021-06-08,2021-06-06,N,True,False,,,,,,25.9,0.0,35.0,23.2,2.3
Hwy 152 E/ Rd 13 Fire,Y,2024-09-02T19:38:15Z,2024-09-02T15:16:16Z,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,Unknown / TBD,40.0,100.0,,,-120.310758,37.083449,Wildfire,d83e6e6e-75c6-4deb-b026-50e59a5818a3,https://www.fire.ca.gov/incidents/2024/9/2/hwy-152-e-rd-13-fire/,,,2024-09-02,N,False,False,,,,,,24.0,0.0,47.0,24.4,1.5
Oakwood Fire,Y,2022-10-24T10:49:10Z,2017-06-10T13:19:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,"Oakwood Road and Road 406, northeast of Madera",1417.0,100.0,,"CAL FIRE Madera-Mariposa-Merced Unit, PG&E, USFS, CHP, Madera Sheriff's Office, Fresno County Fire, Madera County Fire",-119.8011,37.0825,,d11a4f65-9523-40d8-989a-6603705e9638,https://www.fire.ca.gov/incidents/2017/6/10/oakwood-fire/,2018-01-09T10:30:00Z,2018-01-09,2017-06-10,N,True,False,,,,,,19.9,0.0,39.0,21.7,4.2
Firebaugh Fire,Y,2024-06-28T11:12:15Z,2024-05-30T14:44:18Z,CAL FIRE Madera-Mariposa Unit,,Madera,"16000 Avenue 7 and Road 16, Madera County",1300.0,100.0,,,-120.25511,36.87565,Wildfire,0262b8b8-a4cd-4dcf-a1e4-ad13c7569a0a,https://www.fire.ca.gov/incidents/2024/5/30/firebaugh-fire/,,,2024-05-30,N,True,False,,,,,,24.8,0.0,28.0,25.4,3.0
Grub Fire,Y,2016-08-06T19:50:00Z,2016-08-04T14:13:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,"off of Grub Gulch Road and Acton Grade Road, west of Oakhurst",85.0,100.0,,CAL FIRE Madera-Mariposa-Merced Unit,-119.7738,37.3228,,8505d2db-7c6f-445e-9bff-407e99cac614,https://www.fire.ca.gov/incidents/2016/8/4/grub-fire/,2016-08-06T19:50:00Z,2016-08-06,2016-08-04,N,True,False,,,,,,28.1,0.0,27.0,26.0,2.5
Whiskey Fire,Y,2023-07-16T14:39:42Z,2023-07-03T15:18:03Z, Sierra National Forest,,Madera,Road 225 North Fork,,100.0,,,-119.46781,37.193819,Wildfire,c65b1fd8-47f9-4c0f-9512-a444137f9371,https://www.fire.ca.gov/incidents/2023/7/3/whiskey-fire/,2023-07-16T14:29:02Z,2023-07-16,2023-07-03,N,False,False,,,,,,29.9,0.0,30.0,23.0,2.1
Corrine Fire,Y,2022-10-24T11:16:25Z,2015-06-18T21:00:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,"Road 222 and Tunoi Place, north of Auberry",920.0,100.0,,"CAL FIRE Madera-Mariposa-Merced Unit, CAL FIRE, USFS, Madera County Fire Department, Madera County Sheriff’s Department, PG&E, Red Cross, CAL OES, CHP and additional resources from the central valley.",-119.523943,37.165767,,fa8ba2dd-c9f7-454a-870b-1b39c0d8b31a,https://www.fire.ca.gov/incidents/2015/6/18/corrine-fire/,2015-06-25T18:45:00Z,2015-06-25,2015-06-18,N,True,False,,,,,,28.7,0.0,24.0,22.9,3.3
Power Fire,Y,2018-01-09T13:23:00Z,2017-09-20T21:07:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,"off Arburua Road and I-5, southwest of Los Banos",48.0,100.0,,CAL FIRE Madera-Mariposa-Merced Unit,-120.90462,36.94652,,e7cb239e-7d9e-440d-ba5a-c6881406ce95,https://www.fire.ca.gov/incidents/2017/9/20/power-fire/,2018-01-09T13:23:00Z,2018-01-09,2017-09-20,N,True,False,,,,,,19.5,0.0,64.0,21.6,2.2
Daulton Fire,Y,2018-01-09T11:46:00Z,2017-07-07T10:00:00Z, CAL FIRE Madera-Mariposa-Merced Unit,,Madera,"Road 29 and Ave 24, near Daulton",90.0,100.0,, CAL FIRE Madera-Mariposa-Merced Unit,-120.02027,37.09773,,eeef101a-3a50-4407-8e6d-cd80d0d07599,https://www.fire.ca.gov/incidents/2017/7/7/daulton-fire/,2018-01-09T11:46:00Z,2018-01-09,2017-07-07,N,True,False,,,,,,30.3,0.0,32.0,24.8,3.0
Acres Fire,Y,2024-07-25T12:15:52Z,2024-07-23T21:09:54Z,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,"22800 Block Road 26,North of Madera Acres",10.0,100.0,,,-120.074549,37.081853,Wildfire,d524998a-1423-4088-a562-b5b511b6457b,https://www.fire.ca.gov/incidents/2024/7/23/acres-fire/,2024-07-25T12:15:44Z,2024-07-25,2024-07-23,N,True,False,,,,,,33.0,0.0,38.0,25.0,1.7
Hills Fire,Y,2024-08-21T17:29:30Z,2024-08-18T16:49:13Z,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,Highway 41 and Avenue 11,172.0,100.0,,,-119.792619,36.909429,Wildfire,a79b5e83-a63d-4200-be50-3ebcada9298a,https://www.fire.ca.gov/incidents/2024/8/18/hills-fire/,,,2024-08-18,N,True,False,,,,,,24.7,0.0,53.0,23.3,2.7
Red Fire,Y,2015-06-23T18:25:00Z,2015-06-21T12:08:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,"Red Tail Road and Road 211, south of O'Neal",135.0,100.0,,CAL FIRE Madera-Mariposa-Merced Unit,-119.6958,37.072561,,0f537c6f-8a74-48f4-9fbf-ad00942ffba0,https://www.fire.ca.gov/incidents/2015/6/21/red-fire/,2015-06-23T18:25:00Z,2015-06-23,2015-06-21,N,True,False,,,,,,27.2,0.0,25.0,22.5,3.3
Manzanita Fire,Y,2021-01-20T15:25:41Z,2021-01-19T12:08:00Z,CAL FIRE Madera Mariposa Merced Unit,,Madera,"Manzanita Lake Drive and Road 222, North of North Fork",23.0,100.0,,,-119.51982,37.25086,Wildfire,68c11904-f38b-4aa0-ab90-b3c805c4e8cd,https://www.fire.ca.gov/incidents/2021/1/19/manzanita-fire/,,,2021-01-19,N,True,False,,,,,,12.2,0.0,33.0,11.5,2.8
Experimental Fire,Y,2019-01-04T10:23:00Z,2018-05-23T14:30:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,"Off Hwy 41 & Rd 406, south of ONeals",56.0,100.0,,"CAL FIRE Madera-Mariposa-Merced Unit, Sierra National Forest",-119.75307,37.0979,,f163aa10-1dd9-4fd0-9e5b-fda78ef5bcc6,https://www.fire.ca.gov/incidents/2018/5/23/experimental-fire/,2019-01-04T10:23:00Z,2019-01-04,2018-05-23,N,True,False,,,,,,21.6,0.0,51.0,22.7,2.8
Junction Fire,Y,2022-10-24T11:28:42Z,2014-08-18T13:50:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,"off Road 425A, near the Hwy 41 and Hwy 49 junction in Oakhurst",612.0,100.0,,"CAL FIRE Madera-Mariposa-Merced Unit, Madera County Sheriff, Madera County Fire Department, CAL OES, Sierra National Forest, California Department of Corrections and Rehabilitation, CHP, Red Cross, CCC, Madera County OES, Hillview Water  Company, and Sierra Telephone.",-119.6581,37.3433,,58e7e466-8807-404e-9ef6-5a6ae11a0084,https://www.fire.ca.gov/incidents/2014/8/18/junction-fire/,2014-08-25T08:25:00Z,2014-08-25,2014-08-18,N,True,False,,,,,,27.6,0.0,30.0,23.8,2.2
Acres Fire,Y,2020-05-21T19:20:59Z,2020-05-21T11:30:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,Near Road 602 and Road 603,152.0,100.0,,,-119.982359,37.11715,Wildfire,0fa5653a-c3c8-4aad-84ce-8d1dd74f211b,https://www.fire.ca.gov/incidents/2020/5/21/acres-fire/,,,2020-05-21,N,False,False,,,,,,25.1,0.0,33.0,19.4,2.9
Road Fire,Y,2018-01-09T10:35:00Z,2017-06-18T14:04:00Z,Madera County Fire,,Madera,"Road 400 and Road 33, 7 miles east of Madera ",25.0,100.0,,Madera County Fire,-119.95136,37.02081,,b3695ebc-e761-4577-8439-6330bed36594,https://www.fire.ca.gov/incidents/2017/6/18/road-fire/,2018-01-09T10:35:00Z,2018-01-09,2017-06-18,N,True,False,,,,,,31.2,0.0,36.0,22.6,2.3
Muir Fire,Y,2019-11-21T12:21:41Z,2019-10-24T12:15:33Z,Marin County Fire,,Marin,"Highway 1 and Panoramic Hwy, Stinson Beach",67.0,100.0,,Marin County Fire,-122.636471,37.896231,Wildfire,16b1921b-f753-4a36-85bc-d903555f0af4,https://www.fire.ca.gov/incidents/2019/10/24/muir-fire/,,,2019-10-24,N,True,False,,,,,,19.4,0.0,32.0,16.0,1.7
Queenstone Fire,Y,2024-08-15T22:03:39Z,2024-08-13T07:31:00Z,Marin County Fire Department,,Marin,"Queenstone Fire Rd & Chicken Shack Fire Rd, west of Marinwood",18.0,100.0,,,-122.562044,38.043415,Wildfire,198ef9d9-1f09-44fe-bced-8640414f3f5e,https://www.fire.ca.gov/incidents/2024/8/13/queenstone-fire/,2024-08-15T22:03:38Z,2024-08-15,2024-08-13,N,False,False,,,,,,18.4,0.0,61.0,24.3,2.4
Dolicini Fire,Y,2021-07-15T07:13:11Z,2021-07-14T15:34:10Z,Marin County Fire Department,,Marin,"Point Reyes-Petaluma Rd and Nicasio Valley Rd, northeast of Nicasio Reservoir",35.0,100.0,,Marin County Fire Department ,-122.7418335,38.0975072,Wildfire,f62a9df9-8661-46de-88de-0b76128e0673,https://www.fire.ca.gov/incidents/2021/7/14/dolicini-fire/,2021-07-15T07:13:02Z,2021-07-15,2021-07-14,N,True,False,,,,,,16.8,0.0,69.0,21.3,1.7
Pine Fire,Y,2018-01-09T11:09:00Z,2017-06-27T10:39:00Z,Marin County Fire Department,,Marin,"off San Geronimo Ridge Road and Pine Mountain Fire Road, south of Woodacre ",38.0,100.0,,Marin County Fire Department,-122.65749,37.9775,,243567d6-2692-4978-88f5-1bbfc7b818a6,https://www.fire.ca.gov/incidents/2017/6/27/pine-fire/,2018-01-09T11:09:00Z,2018-01-09,2017-06-27,N,True,False,,,,,,16.9,0.0,73.0,21.4,4.1
Bridge Fire,Y,2019-01-04T09:22:00Z,1969-12-31T16:00:00Z,Marin County Fire,,Marin,"Platform Bridge Rd. and Point Reyes Station, northeast of Olema ",45.0,100.0,,Marin County Fire,-122.76751,38.07135,,49232e73-c3ba-4dc3-b673-b973a918fa7c,https://www.fire.ca.gov/incidents/2018/12/31/bridge-fire/,2019-01-04T09:22:00Z,2019-01-04,1969-12-31,N,False,False,,,,,,,,,,
Woodward Fire,Y,2020-10-06T07:37:32Z,2020-08-18T14:27:00Z,Point Reyes National Seashore National Park Service,,Marin,"Woodward Valley Trail, East of Olema",4929.0,100.0,,"Point Reyes National Seashore National Park Service, Marin County Evacuation Map",-122.836701,38.018089,Wildfire,60c2ba16-9296-4fb9-aba2-1331c25129c6,https://www.fire.ca.gov/incidents/2020/8/18/woodward-fire/,2020-10-02T07:21:00Z,2020-10-02,2020-08-18,N,False,False,,,,,,,0.0,,22.5,2.4
Lassen Fire,Y,2021-09-03T18:50:47Z,2021-09-01T14:27:00Z,Lead Agency: Marin County Fire,,Marin,Mt. Lassen Drive and Idylberry Road near Lucas Valley in Marin County.,44.0,100.0,,Marin County Fire,-122.6131992,38.0591827,Wildfire,254e4d5c-a750-41e0-bea3-9eb4597b0a13,https://www.fire.ca.gov/incidents/2021/9/1/lassen-fire/,,,2021-09-01,N,True,False,,,,,,13.8,0.1,75.0,20.8,1.8
Redwood Fire,Y,2022-06-28T19:41:27Z,2022-06-27T16:27:00Z,Marin County Fire ,,Marin,"Interstate 101 & Redwood Landfill, southeast of Petaluma ",113.0,100.0,,,-122.574563,38.163521,Wildfire,5316b89a-f041-498b-8ff9-af00c89c2979,https://www.fire.ca.gov/incidents/2022/6/27/redwood-fire/,,,2022-06-27,N,True,False,,,,,,18.4,0.0,64.0,23.4,2.2
Spaletta Fire,Y,2018-01-09T11:54:00Z,2017-07-12T16:15:00Z,Marin County Fire,,Marin,"Point Reyes - Petaluma Road, Petaluma",35.0,100.0,,Marin County Fire,-122.77846,38.08055,,bf2e0a34-e600-4e21-9135-168e28c2893d,https://www.fire.ca.gov/incidents/2017/7/12/spaletta-fire/,2018-01-09T11:54:00Z,2018-01-09,2017-07-12,N,True,False,,,,,,16.8,0.0,69.0,21.8,1.9
Irving Fire,Y,2019-01-04T09:05:00Z,2018-09-10T19:00:00Z,Marin County Fire,,Marin,"Samuel P Taylor State Park, northwest of the Community of Lagunitas",152.0,100.0,,Marin County Fire,-122.727,38.02447,,65689d5f-910c-4e00-9bf3-e5626cd1361c,https://www.fire.ca.gov/incidents/2018/9/10/irving-fire/,2019-01-04T09:05:00Z,2019-01-04,2018-09-10,N,True,False,,,,,,17.0,0.0,64.0,21.3,2.3
Mission Fire,Y,2019-01-04T10:09:00Z,2018-06-09T15:30:00Z,San Rafael Fire ,,Marin,"Mission Avenue and C Street, City of San Rafael",12.0,100.0,,San Rafael Fire ,-122.5275,37.97638,,5adaf6fa-0c4a-43e4-bd32-baa089a7f0b2,https://www.fire.ca.gov/incidents/2018/6/9/mission-fire/,2019-01-04T10:09:00Z,2019-01-04,2018-06-09,N,False,False,,,,,,16.5,0.0,62.0,20.0,4.9
Dexter Fire,Y,2018-01-09T13:23:00Z,2017-09-20T14:53:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Mariposa,"Dexter Rd and Pine Lake Dr, 5 miles east of Coulterville",10.0,100.0,,CAL FIRE Madera-Mariposa-Merced Unit,-120.15846,37.76888,,04b4caff-a62d-465b-b9a7-81986f91c0c3,https://www.fire.ca.gov/incidents/2017/9/20/dexter-fire/,2018-01-09T13:23:00Z,2018-01-09,2017-09-20,N,True,False,,,,,,19.5,0.0,64.0,21.6,2.2
Rodgers Fire,N,2024-12-11T15:00:48Z,2022-08-08T10:09:32Z,Yosemite National Park ,,Mariposa,Northwest of Rodgers Canyon and southwest of Pleasant Valley,,,,,-119.552,37.954,Wildfire,f8668270-1b0d-4d9c-b4dd-a80d144a4ef6,https://www.fire.ca.gov/incidents/2022/8/8/rodgers-fire/,2024-12-11T15:00:36Z,2024-12-11,2022-08-08,N,False,False,,,,,,24.8,0.0,50.0,21.0,1.3
Peak Fire,Y,2022-10-24T10:44:59Z,2017-09-03T13:10:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Mariposa,"Indian Peak Rd and Usona Rd, 9 miles southeast of Mariposa",680.0,100.0,,CAL FIRE Madera-Mariposa-Merced Unit,-119.83556,37.37397,,c7a0a280-17c9-409b-85f9-fdda301b6ede,https://www.fire.ca.gov/incidents/2017/9/3/peak-fire/,2018-01-09T12:51:00Z,2018-01-09,2017-09-03,N,True,False,,,,,,32.3,0.0,40.0,25.7,2.7
Coronado Fire,Y,2018-01-09T12:40:00Z,2017-08-13T16:23:00Z,CAL FIRE Madera-Mariposa-Merced Unit ,,Mariposa,Merced Falls Rd and Coronado Rd in Lake McClure,125.0,100.0,,CAL FIRE Madera-Mariposa-Merced Unit ,-120.30046,37.62823,,8779fe43-665b-4643-a730-6344c44018c7,https://www.fire.ca.gov/incidents/2017/8/13/coronado-fire/,2018-01-09T12:40:00Z,2018-01-09,2017-08-13,N,True,False,,,,,,24.4,0.0,47.0,23.9,2.5
Briceburg Fire,Y,2019-10-24T06:58:58Z,2019-10-06T16:15:12Z,CAL FIRE Madera Mariposa Merced Unit,,Mariposa,Highway 140 and Briceburg Bridge Road north of Midpines ,5563.0,100.0,,Mariposa County Sheriff’s Office -- California Highway Patrol -- CALTRANS -- California Department of Corrections and Rehabilitation -- U.S. Forest Service -- Bureau of Land Management -- American Red Cross,-119.96606,37.604638,Wildfire,e7aeb204-15af-4a2a-8f2a-bfd2c8dbe411,https://www.fire.ca.gov/incidents/2019/10/6/briceburg-fire/,,,2019-10-06,N,True,False,,,,,,17.5,0.0,48.0,18.9,1.4
Wagner Fire,Y,2019-10-25T10:10:14Z,2018-08-04T13:57:00Z,CAL FIRE Madera-Mariposa-Merced ,,Mariposa,"Texas Hill Rd and Bondurant Mine Rd, east of Coulterville",22.0,100.0,,CAL FIRE Madera-Mariposa-Merced ,-120.0545,37.69965,Wildfire,deb9364c-ab73-4661-b287-2ffc1797296e,https://www.fire.ca.gov/incidents/2018/8/4/wagner-fire/,2019-01-04T09:24:00Z,2019-01-04,2018-08-04,N,True,False,,,,,,25.7,0.0,44.0,23.9,2.3
Echo Fire,Y,2024-08-28T11:01:17Z,2024-08-03T09:59:50Z,Yosemite National Park,,Mariposa,North of Little Yosemite Valley above Echo Valley,12.0,100.0,,,-119.416517,37.756167,Wildfire,c52a7849-5237-4015-9f24-c69764f78c07,https://www.fire.ca.gov/incidents/2024/8/3/echo-fire/,,,2024-08-03,N,False,False,,,,,,24.4,0.0,52.0,20.3,1.0
Bear Fire,Y,2024-06-25T10:31:21Z,2024-06-24T15:35:50Z,CAL FIRE Madera-Mariposa-Merced Unit,,Mariposa,"Bear Valley Road, Mariposa, CA",19.0,100.0,,,-120.171776,37.557104,Wildfire,dbcdf92c-2be1-4f61-afa7-e0eae6cec5c3,https://www.fire.ca.gov/incidents/2024/6/24/bear-fire/,,,2024-06-24,N,True,False,,,,,,,,,,1.6
Red Fire,N,2023-06-14T09:30:22Z,2022-08-04T10:04:42Z,Yosemite National Park ,,Mariposa,Between Red Creek and Illilouette Creek,,,,,-119.471,37.661,Wildfire,1b00894c-ef9d-49ea-8e3a-249179ce7ef4,https://www.fire.ca.gov/incidents/2022/8/4/red-fire/,2023-06-14T09:30:08Z,2023-06-14,2022-08-04,N,False,False,,,,,,32.1,0.0,37.0,25.2,2.3
Carstens Fire,Y,2013-06-26T11:15:00Z,2013-06-16T14:12:00Z,CAL FIRE Madera-Mariposa-Merced Unit / Sierra National Forest ,,Mariposa,"Off Carstens Road, east of 140 in the Midpines area.",1708.0,100.0,,"CAL FIRE Madera-Mariposa-Merced Unit / Sierra National Forest , CAL FIRE, US Forest Service, California Highway Patrol, National Park Service, Mariposa County, Mariposa County Fire, Mariposa County Sheriff.",-119.91071,37.58202,,bb2eb175-43a3-4a5c-bff6-e3669e52c1d1,https://www.fire.ca.gov/incidents/2013/6/16/carstens-fire/,2013-06-26T11:15:00Z,2013-06-26,2013-06-16,N,True,False,,,,,,24.8,0.0,31.0,22.1,3.3
Rattlesnake Fire,Y,2018-01-09T13:19:00Z,2017-09-07T15:00:00Z,Yosemite National Park,,Mariposa,Hwy 120 and Big Oak Flat Road near Foresta,0.0,100.0,,Yosemite National Park,-119.78256,37.73596,,e21384c7-8060-4336-9a71-a006330d9939,https://www.fire.ca.gov/incidents/2017/9/7/rattlesnake-fire/,2018-01-09T13:19:00Z,2018-01-09,2017-09-07,N,False,False,,,,,,25.5,0.0,53.0,25.4,3.4
White Fire,Y,2024-06-26T12:20:03Z,2024-06-24T16:07:29Z,CAL FIRE - Madera - Mariposa - Merced Unit,,Mariposa,"Old Highway South and White Rock Road, near Raymond in Mariposa County ",52.0,100.0,,,-120.00789,37.42087,Wildfire,972ad75a-fadc-4018-945d-6f5e8b10db6b,https://www.fire.ca.gov/incidents/2024/6/24/white-fire/,,,2024-06-24,N,True,False,,,,,,30.8,0.0,33.0,21.9,0.4
Washburn Fire,Y,2023-06-14T09:29:53Z,2022-07-07T14:13:08Z,Yosemite National Park,,Mariposa,"Hwy 41 and Mariposa Grove Road, Fish Camp in Mariposa County",4886.0,100.0,,,-119.614,37.499,Wildfire,776de6ba-3e3c-4388-b257-44e8c9231a95,https://www.fire.ca.gov/incidents/2022/7/7/washburn-fire/,2023-08-03T09:29:42Z,2023-08-03,2022-07-07,N,False,False,,,,,,25.8,0.0,46.0,22.7,3.1
Zarzo Fire,Y,2024-08-15T22:02:19Z,2024-08-15T02:29:23Z,CAL FIRE Madera-Mariposa-Merced Unit,,Mariposa,Zarzo Way and Lazo Way,103.0,100.0,,,-120.313718,37.630738,Wildfire,6710ee55-96da-4c8d-9e8f-db171fbf0bf1,https://www.fire.ca.gov/incidents/2024/8/15/zarzo-fire/,,,2024-08-15,N,True,False,,,,,,,,,,2.4
South Fork Fire,Y,2018-01-09T12:39:00Z,2017-08-14T14:28:00Z,Yosemite National Park ,,Mariposa,"off Wawona Rd, east of Wawona",7000.0,100.0,,Yosemite National Park ,-119.598,37.538,,b02ec4f1-ac5c-4b22-b7fa-5834af16d807,https://www.fire.ca.gov/incidents/2017/8/14/south-fork-fire/,2018-01-09T12:39:00Z,2018-01-09,2017-08-14,N,False,False,,,,,,25.5,0.0,45.0,23.6,2.3
Empire Fire,Y,2018-01-09T12:16:00Z,2017-08-01T08:45:00Z,Yosemite National Forest,,Mariposa,1 Mile South of Bridalveil Campground in Yosemite,8094.0,100.0,,Yosemite National Forest,-119.618,37.644,,2995e2b3-f18d-44ec-952f-9f148b8354d9,https://www.fire.ca.gov/incidents/2017/8/1/empire-fire/,2018-01-09T12:16:00Z,2018-01-09,2017-08-01,N,False,False,,,,,,30.5,0.0,30.0,25.0,2.0
Agua Fire,Y,2023-01-19T09:22:52Z,2022-07-18T13:13:00Z,CAL FIRE Madera-Mariposa-Merced Unit ,,Mariposa,"Hwy 140 and Agua Fira Rd, West of Mariposa ",421.0,100.0,,"Mariposa County Fire, Madera County Fire, Mariposa County Sheriff, CHP, Office of Emergency Services, PG&E, Caltrans, Mariposa County Public Works",-120.02107,37.481701,Wildfire,5e02c4ff-003c-42a9-a3c5-6e104ecabb02,https://www.fire.ca.gov/incidents/2022/7/18/agua-fire/,,,2022-07-18,N,True,False,,,,,,28.8,0.0,35.0,22.9,2.2
