incident_name,incident_is_final,incident_date_last_update,incident_date_created,incident_administrative_unit,incident_administrative_unit_url,incident_county,incident_location,incident_acres_burned,incident_containment,incident_control,incident_cooperating_agencies,incident_longitude,incident_latitude,incident_type,incident_id,incident_url,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,is_active,calfire_incident,notification_desired,DayAirTmpAvg,DayPrecip,DayRelHumAvg,DaySoilTmpAvg,DayWindSpdAvg,DayAirTmpAvg,DayPrecip,DayRelHumAvg,DaySoilTmpAvg,DayWindSpdAvg
Soda Fire,Y,2015-07-05T09:00:00Z,2015-07-04T15:30:00Z,CAL FIRE Mendocino Unit,,Mendocino,"off Hwy 253, 4 miles northeast of Boonville (Mendocino County).",23.0,100.0,,CAL FIRE Mendocino Unit,-123.303,39.0263,,58dda3b8-3643-4f73-bee0-0a4cae0cb079,https://www.fire.ca.gov/incidents/2015/7/4/soda-fire/,2015-07-05T09:00:00Z,2015-07-05,2015-07-04,N,True,False,,,,,,18.8,0.0,71.0,24.7,1.6
Ruff Fire ,Y,2016-09-15T09:10:00Z,2016-09-10T14:06:00Z,CAL FIRE Mendocino Unit,,Mendocino,"off of Hwy 101 and Woodruff Rd, north of Laytonville",50.0,100.0,,CAL FIRE Mendocino Unit,-123.5044,39.7299,,2a2e0af5-24d7-4903-bab4-3705f5d788fb,https://www.fire.ca.gov/incidents/2016/9/10/ruff-fire/,2016-09-15T09:10:00Z,2016-09-15,2016-09-10,N,True,False,,,,,,,,,,1.5
Usal Fire,Y,2019-10-02T16:07:29Z,2019-07-27T23:36:00Z,CAL FIRE Mendocino Unit,,Mendocino,"Usal Creek and Usal Rd, west of Leggett",130.0,100.0,,,-123.846013,39.831762,Wildfire,5edb4ec4-615c-45fb-a236-9a4225eedaff,https://www.fire.ca.gov/incidents/2019/7/27/usal-fire/,,,2019-07-27,N,True,False,,,,,,,,,,1.2
Pine Fire,Y,2024-09-10T23:28:08Z,2024-09-06T12:14:39Z,CAL FIRE Mendocino Unit,,Mendocino,"South of Gibson Road near Pine Lake Basin, North of Redwood Valley",18.0,100.0,,,-123.186117,39.351831,Wildfire,a8738494-879c-4588-a7c5-13a9419b2c9a,https://www.fire.ca.gov/incidents/2024/9/6/pine-fire/,2024-09-10T00:00:00Z,2024-09-10,2024-09-06,N,True,False,,,,,,17.9,0.1,66.0,24.2,1.2
Bell Fire,Y,2021-08-19T19:48:26Z,2021-08-14T00:00:00Z,CAL FIRE Mendocino Unit,,Mendocino,"Bell Springs Road and Foster Creek Road, east of Leggett",50.0,100.0,,,-123.637032,39.834099,Wildfire,3657f103-fe9f-4bfc-a09e-9aa291301266,https://www.fire.ca.gov/incidents/2021/8/14/bell-fire/,2021-08-19T19:48:14Z,2021-08-19,2021-08-14,N,True,False,,,,,,,,,,1.5
Grade Fire,Y,2022-10-24T10:40:52Z,2017-07-16T14:51:00Z,CAL FIRE Mendocino Unit,,Mendocino,"Hwy 101, 5 miles northwest of Redwood Valley ",900.0,100.0,Controlled traffic on Hwy 101 ,"CAL FIRE Mendocino Unit, Mendocino Sheriff's Office, OES, PG&E, CHP, CAL TRANS, and Mendocino County Fire Services",-123.28825,39.30125,,95cd2f17-1278-4cc9-90f4-000e4eba415a,https://www.fire.ca.gov/incidents/2017/7/16/grade-fire/,2018-01-09T11:56:00Z,2018-01-09,2017-07-16,N,True,False,,,,,,25.4,0.7,39.0,23.9,1.1
Mina Fire,Y,2020-08-12T19:15:36Z,2020-08-10T18:31:57Z,CAL FIRE Mendocino Unit,,Mendocino,Hopper Ln and Crawford Rd,177.0,100.0,,Cooperating Agencies: California Department of Corrections and Mendocino County Sheriff’s Department,-123.262437,39.82454,Wildfire,c4e48556-0c23-45e6-aebe-d1bcda4e52c5,https://www.fire.ca.gov/incidents/2020/8/10/mina-fire/,2020-08-12T19:15:00Z,2020-08-12,2020-08-10,N,True,False,,,,,,,,,,2.0
Highland Fire,Y,2013-09-29T18:15:00Z,2013-09-28T13:57:00Z,CAL FIRE Mendocino Unit,,Mendocino,"off Highland Springs Rd, southeast of Kelseyville",98.0,100.0,,CAL FIRE Mendocino Unit,-122.966,38.9252,,b20a2031-12c9-4e9c-9f44-ac82c26e6c66,https://www.fire.ca.gov/incidents/2013/9/28/highland-fire/,2013-09-29T18:15:00Z,2013-09-29,2013-09-28,N,True,False,,,,,,15.8,0.0,54.0,17.4,1.5
Moose Fire,Y,2019-08-18T07:10:42Z,2019-08-12T17:10:00Z,CAL FIRE Mendocino Unit,,Mendocino,Off Moose Rd & Bus McGall Rd northwest of Hopland,225.0,100.0,Fire resources will continue patrolling and mopping up.  Suppression repair work has begun.,"Hopland Fire, Mendocino County Sheriffs Department (Evacuation Information)",-123.195306,39.005262,Wildfire,c8f94c30-d0ee-450a-8501-30678aa37c0f,https://www.fire.ca.gov/incidents/2019/8/12/moose-fire/,2019-08-17T18:15:00Z,2019-08-17,2019-08-12,N,True,False,,,,,,21.6,0.0,54.0,25.9,1.1
Brushy Fire,Y,2019-01-04T08:49:00Z,2018-11-08T11:58:00Z,CAL FIRE Mendocino Unit,,Mendocino,"near Dos Rios, off Highway 162, East of Highway 101 and West of Covelo",35.0,100.0,,CAL FIRE Mendocino Unit,-123.28774,39.62194,,10d67079-faa9-4034-a4d7-8346b450e7de,https://www.fire.ca.gov/incidents/2018/11/8/brushy-fire/,2019-01-04T08:49:00Z,2019-01-04,2018-11-08,N,True,False,,,,,,,,,,3.7
Broiler Fire,Y,2021-07-09T08:21:01Z,2021-07-07T14:30:00Z,Redwood Valley FPD,,Mendocino,"Uva Drive and Finne Road, Southwest of Redwood Valley",80.0,100.0,,,-123.224377,39.253647,Wildfire,8c512c44-7ddb-44b4-bf03-bab00c0c0c98,https://www.fire.ca.gov/incidents/2021/7/7/broiler-fire/,2021-07-09T08:20:37Z,2021-07-09,2021-07-07,N,True,False,,,,,,13.4,0.0,79.0,24.7,1.6
Range Fire,Y,2018-01-09T11:58:00Z,2017-07-17T12:37:00Z,CAL FIRE Mendocino Unit,,Mendocino,"on Cow Mountain, west of Ukiah ",20.0,100.0,,CAL FIRE Mendocino Unit,-123.10227,39.13207,,7f742021-ea49-4de5-89a2-f5b9d05d6bbb,https://www.fire.ca.gov/incidents/2017/7/17/range-fire/,2018-01-09T11:58:00Z,2018-01-09,2017-07-17,N,True,False,,,,,,20.4,0.7,53.0,23.8,1.6
Wilson Fire,Y,2019-10-04T18:39:04Z,2019-10-04T18:38:09Z,MEU,,Mendocino,"Highway 101 south of Sloan and Old Sherwood Road in Willits, California",10.0,100.0,,,-123.458782,39.613783,Wildfire,1dd6f339-956d-4ec5-bac5-713ba3cd53d4,https://www.fire.ca.gov/incidents/2019/10/4/wilson-fire/,,,2019-10-04,N,True,False,,,,,,,,,,1.8
Retek Fire,Y,2013-11-22T17:30:00Z,2013-11-22T10:06:00Z,CAL FIRE Mendocino Unit,,Mendocino,"Off Hwy 101 at Henry Station Rd, north of Hopland",82.0,100.0,,CAL FIRE Mendocino Unit,-123.1478,39.0442,,e9e43213-b2fc-47bc-92cd-117ccd6e4780,https://www.fire.ca.gov/incidents/2013/11/22/retek-fire/,2013-11-22T17:30:00Z,2013-11-22,2013-11-22,N,True,False,,,,,,18.5,0.0,11.0,12.2,3.2
Nome Fire,Y,2022-07-06T08:03:06Z,2022-07-05T17:15:00Z,CAL FIRE Mendocino Unit,,Mendocino,"Hwy 162 and Short Creek Rd in Covelo CA, Mendocino County",20.0,100.0,,,-123.2055576,39.8166571,Wildfire,67d518ac-2edf-4809-bb0e-748ebe27f9a7,https://www.fire.ca.gov/incidents/2022/7/5/nome-fire/,2022-07-06T07:00:00Z,2022-07-06,2022-07-05,N,False,False,,,,,,,,,,2.6
Covelo Fire,Y,2015-06-29T07:15:00Z,2015-06-28T13:30:00Z,CAL FIRE Mendocino Unit,,Mendocino,"off Highway 162 and Cemetery Lane, Covelo",35.0,100.0,,CAL FIRE Mendocino Unit,-123.248214,39.7806004,,56dc8f9c-98e5-4aad-b3e9-bbee503b29e9,https://www.fire.ca.gov/incidents/2015/6/28/covelo-fire/,2015-06-29T07:15:00Z,2015-06-29,2015-06-28,N,True,False,,,,,,,,,,1.9
Turnout Fire,Y,2021-04-25T02:09:40Z,2021-04-18T17:46:54Z,CAL FIRE Mendocino Unit,,Mendocino,Highway 253 and Boonville Rd,200.0,100.0,,,-123.35838,38.99914,Wildfire,6a7cee19-fc90-4f87-a306-48ccd9cee200,https://www.fire.ca.gov/incidents/2021/4/18/turnout-fire/,2021-04-24T19:04:15Z,2021-04-24,2021-04-18,N,True,False,,,,,,16.0,0.0,46.0,18.5,1.2
Taglio Fire,Y,2018-01-09T10:05:00Z,1969-12-31T16:00:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Merced,"Interstate 5 near Taglio Road, Gustine",12.0,100.0,,CAL FIRE Madera-Mariposa-Merced Unit,-121.07761,37.21812,,fcb8579e-7469-4c9e-9eac-527264e6f26b,https://www.fire.ca.gov/incidents/2017/12/31/taglio-fire/,2018-01-09T10:05:00Z,2018-01-09,1969-12-31,N,True,False,,,,,,,,,,
RV Fire,Y,2023-08-02T08:26:54Z,2023-08-01T13:54:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Merced,Interstate 5 near Arburua Rd,29.0,100.0,,,-120.8839,36.9648,Wildfire,e9755bce-f853-4b18-82b7-cdf0921d62a5,https://www.fire.ca.gov/incidents/2023/8/1/rv-fire/,,,2023-08-01,N,True,False,,,,,,,,,,2.2
Midway Rd Fire,Y,2024-09-06T14:20:44Z,2024-09-05T15:37:29Z,,,Merced,"Hwy 152 and Midway Road, Los Banos",10.0,100.0,,,-120.750881,37.055082,Wildfire,8848b58e-de98-46b8-bf67-914b2bbf2587,https://www.fire.ca.gov/incidents/2024/9/5/midway-rd-fire/,,,2024-09-05,N,False,False,,,,,,,,,,2.0
Taglio Fire,Y,2016-04-24T15:30:00Z,2016-04-24T11:10:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Merced,"I-5 & Taglio Road, east of Gustine",30.0,100.0,,CAL FIRE Madera-Mariposa-Merced Unit,-121.08036,37.2171,,7106ba43-100b-41f9-acbf-9fb9e9ab9ef7,https://www.fire.ca.gov/incidents/2016/4/24/taglio-fire/,2016-04-24T15:30:00Z,2016-04-24,2016-04-24,N,True,False,,,,,,15.3,0.0,61.0,17.6,3.5
Plaza Fire,Y,2019-01-04T10:24:00Z,2018-05-20T13:07:00Z,CAL FIRE Mariposa-Madera-Merced Unit,,Merced,off Highway 33 and south of Highway 152,88.0,100.0,,CAL FIRE Mariposa-Madera-Merced Unit,-121.01638,37.056944,,d77a050b-9928-49bf-92de-1159edddd07c,https://www.fire.ca.gov/incidents/2018/5/20/plaza-fire/,2019-01-04T10:24:00Z,2019-01-04,2018-05-20,N,True,False,,,,,,16.2,0.0,62.0,18.7,5.9
Tahoe Fire,Y,2024-08-03T20:49:59Z,2024-08-03T15:09:59Z,CAL FIRE Madera-Mariposa-Merced Unit,,Merced,Tahoe street and Highway 59 North ,22.0,100.0,,,-120.507495,37.353634,Wildfire,d34989e6-3964-42c4-a25a-05d0530bb505,https://www.fire.ca.gov/incidents/2024/8/3/tahoe-fire/,,,2024-08-03,N,True,False,,,,,,,,,,1.6
Dino Fire,Y,2024-07-31T19:21:18Z,2024-07-31T15:02:29Z,CAL FIRE Madera-Mariposa-Merced Unit,,Merced,"Pacheco Pass Highway, Hollister",15.0,100.0,,,-121.213195,37.068124,Wildfire,e5bfa9bc-cd0f-4475-8a2d-f48c1373a94d,https://www.fire.ca.gov/incidents/2024/7/31/dino-fire/,,,2024-07-31,N,True,False,,,,,,,,,,1.6
Turner Fire,Y,2024-08-21T17:32:18Z,2024-08-21T13:44:45Z,CAL FIRE Madera-Mariposa-Merced Unit,,Merced,"Turner Ave and Central Avenue, Hilmar",15.0,100.0,,,-120.959582,37.372385,Wildfire,2738e71c-0c75-42ae-b308-41237e5cd310,https://www.fire.ca.gov/incidents/2024/8/21/turner-fire/,,,2024-08-21,N,False,False,,,,,,,,,,2.3
Vista Fire,Y,2024-06-19T18:49:48Z,2024-06-19T17:23:23Z,CAL FIRE Madera-Mariposa-Merced Unit,,Merced,Aqua Vista Street and North Russell Avenue,25.0,100.0,,,-120.653749,36.960029,Wildfire,5892dc0c-3c9e-481e-8be1-580a1f9c8bdc,https://www.fire.ca.gov/incidents/2024/6/19/vista-fire/,,,2024-06-19,N,True,False,,,,,,23.1,0.0,29.0,22.9,1.5
Indiana Fire,Y,2024-07-12T18:49:24Z,2024-07-12T14:09:30Z,CAL FIRE Madera-Mariposa-Merced Unit,,Merced,Washington Road and Indiana Avenue,20.0,100.0,,,-120.595644,37.112938,Wildfire,60b87395-037e-4e90-be9d-00f555a2bf2b,https://www.fire.ca.gov/incidents/2024/7/12/indiana-fire/,,,2024-07-12,N,False,False,,,,,,,,,,1.8
Wright Fire,Y,2022-10-24T10:48:37Z,2017-05-12T15:30:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Merced,"Hwy 152 and Arburura Road, southwest of Los Banos",1733.0,100.0,,CAL FIRE Madera-Mariposa-Merced Unit,-120.89261,36.96655,,63a81990-8521-409d-9c22-92d1c33e0353,https://www.fire.ca.gov/incidents/2017/5/12/wright-fire/,2018-01-09T09:56:00Z,2018-01-09,2017-05-12,N,True,False,,,,,,15.8,0.0,51.0,17.9,5.4
Cotton Fire,Y,2020-07-05T07:30:23Z,2020-07-05T07:30:23Z,CAL FIRE Madera-Mariposa-Merced Unit ,,Merced,"Hwy 152 and Lower Cottonwood Hunting Area, West of Santa Nella  ",100.0,100.0,,,-121.086625,37.091637,Wildfire,a7138f52-b933-4054-ae63-5f8e1e950be3,https://www.fire.ca.gov/incidents/2020/7/5/cotton-fire/,,,2020-07-05,N,True,False,,,,,,25.3,0.0,39.0,21.4,2.6
Luis Fire,Y,2021-04-25T02:01:24Z,2021-04-24T14:50:00Z,CAL FIRE MMU,,Merced,San Luis Reservoir near Santa Nella,93.0,100.0,,,-121.143154,37.0953436,Fire,92aa05b8-83d8-45ec-b079-86d7698086a5,https://www.fire.ca.gov/incidents/2021/4/24/luis-fire/,2021-04-24T19:01:18Z,2021-04-24,2021-04-24,N,True,False,,,,,,14.7,0.0,58.0,16.7,3.8
Nees Fire,Y,2019-01-04T10:26:00Z,2018-05-02T16:00:00Z,CAL FIRE Madera-Mariposa-Merced Unit ,,Merced,Interstate 5 and W Nees Ave. south of Los Banos ,1756.0,100.0,,CAL FIRE Madera-Mariposa-Merced Unit ,-120.77206,36.85156,,92c441f3-4729-4ba5-890f-fb7693725275,https://www.fire.ca.gov/incidents/2018/5/2/nees-fire/,2019-01-04T10:26:00Z,2019-01-04,2018-05-02,N,True,False,,,,,,16.7,0.0,49.0,18.8,1.6
Fields Fire,Y,2021-05-15T19:03:07Z,2021-05-14T14:00:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Merced,"La Grange Rd and Fields Rd, Community of Snelling",97.0,100.0,,,-120.419624,37.560209,Wildfire,5afc3e64-eb8a-4aad-9bb5-1f9a20f84bb0,https://www.fire.ca.gov/incidents/2021/5/14/fields-fire/,2021-05-15T11:58:36Z,2021-05-15,2021-05-14,N,True,False,,,,,,19.0,0.0,54.0,16.7,4.8
Solar Fire,Y,2024-11-12T14:01:05Z,2024-08-25T15:49:19Z,CAL FIRE Madera-Mariposa-Merced Unit,,Merced,McCabe Road and Whitworth Road ,22.0,100.0,,,-121.033398,37.115241,Wildfire,e8b9c282-b3a6-48a3-ab48-e97a92615a25,https://www.fire.ca.gov/incidents/2024/8/25/solar-fire/,2024-08-25T11:38:00Z,2024-08-25,2024-08-25,N,True,False,,,,,,,,,,2.0
Oakdale Fire,Y,2024-07-23T23:32:23Z,2024-07-23T14:54:09Z,CAL FIRE Madera-Mariposa-Merced Unit,,Merced,Highway 59 North and Oakdale Rd.,96.0,100.0,,,-120.541611,37.430142,Wildfire,f7ed042a-a219-44ef-b856-a6ec000fc194,https://www.fire.ca.gov/incidents/2024/7/23/oakdale-fire/,,,2024-07-23,N,True,False,,,,,,,,,,1.9
Merced Fire ,Y,2019-07-08T07:51:01Z,2019-06-29T15:09:52Z,CAL FIRE Madera- Mariposa- Merced Unit ,,Merced,"Off of Merced Fall Road and La Grange Road, East of Snelling",210.0,100.0,,,-120.242411,37.312877,Wildfire,cc06431a-5153-4f66-8ada-07af53c175c3,https://www.fire.ca.gov/incidents/2019/6/29/merced-fire/,2019-07-02T15:51:00Z,2019-07-02,2019-06-29,N,True,False,,,,,,21.7,0.0,49.0,22.9,2.3
Forebay Fire,Y,2022-10-24T11:22:02Z,2015-05-11T10:26:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Merced,off Hwy 152 near the O’Neill Forebay ,692.0,100.0,,CAL FIRE Madera-Mariposa-Merced Unit,-121.06963,37.08312,,316804d6-471a-4c73-8b05-89b8abc8eeac,https://www.fire.ca.gov/incidents/2015/5/11/forebay-fire/,2015-05-11T12:15:00Z,2015-05-11,2015-05-11,N,True,False,,,,,,17.0,0.0,51.0,18.7,3.1
Dinosaur Fire,Y,2019-01-04T10:04:00Z,2018-06-17T15:09:00Z,CAL FIRE Madera-Mariposa-Merced ,,Merced,"off Dinosaur Road and Highway 152, Santa Nella",185.0,100.0,,CAL FIRE Madera-Mariposa-Merced ,-121.176354,37.05876,,fc911680-49a8-454b-be0f-d78cd957bd29,https://www.fire.ca.gov/incidents/2018/6/17/dinosaur-fire/,2019-01-04T10:04:00Z,2019-01-04,2018-06-17,N,True,False,,,,,,18.3,0.0,59.0,19.6,3.4
Basalt Fire,Y,2024-06-21T13:28:51Z,2024-06-21T05:03:14Z,CAL FIRE Madera-Mariposa-Merced Unit,,Merced,"Highway 152 and Basalt Road, Los Banos",58.0,100.0,,,-121.057483,37.060845,Wildfire,61fcca17-72ce-4d55-ab63-b476f513d46b,https://www.fire.ca.gov/incidents/2024/6/21/basalt-fire/,2024-06-21T13:27:12Z,2024-06-21,2024-06-21,N,True,False,,,,,,,,,,1.8
John Fire,Y,2024-11-15T08:48:06Z,2024-11-14T23:45:25Z,CAL FIRE Madera Mariposa Merced Unit,,Merced,"Near Interstate 5, John Erreca Rest Stop",13.0,,,,-120.781992,36.862905,Wildfire,01c51255-f075-4460-9639-6105599ed000,https://www.fire.ca.gov/incidents/2024/11/14/john-fire/,2024-11-15T03:00:00Z,2024-11-15,2024-11-14,N,True,False,,,,,,12.6,0.1,75.0,11.2,1.3
John Fire,Y,2024-06-28T12:15:33Z,2024-05-14T13:25:44Z,CAL FIRE Madera-Mariposa-Merced Unit,,Merced,"South Bert Crane Road and John Saunders Road, Near Atwater",12.0,100.0,,,-120.652034,37.244144,Wildfire,94509745-c6c6-412e-8767-2b511381fe84,https://www.fire.ca.gov/incidents/2024/5/14/john-fire/,,,2024-05-14,N,True,False,,,,,,,,,,2.4
Basalt Fire,Y,2021-07-09T19:29:10Z,2021-07-09T13:26:01Z,CAL FIRE Madera-Mariposa-Merced Unit,,Merced,"Basalt Road, near Basalt Campground",92.0,100.0,,,-121.05758,37.06047,Fire,82af1b59-858c-43c4-9f4f-842605e6c0c1,https://www.fire.ca.gov/incidents/2021/7/9/basalt-fire/,2021-07-09T19:27:16Z,2021-07-09,2021-07-09,N,True,False,,,,,,30.8,0.0,36.0,23.0,2.1
Ingomar Fire,Y,2024-06-26T12:35:52Z,2024-06-17T16:56:57Z,CAL FIRE Madera-Mariposa-Merced Unit,,Merced,"Ingomar Rd & Husman Rd, Ingomar",12.0,100.0,,,-120.968478,37.15858,Wildfire,a53fc171-b27f-4475-8968-4789becbf807,https://www.fire.ca.gov/incidents/2024/6/17/ingomar-fire/,,,2024-06-17,N,True,False,,,,,,,,,,3.9
Waltz Fire,Y,2024-08-16T07:47:54Z,2024-08-15T13:29:56Z,CAL FIRE Madera-Mariposa-Merced Unit,,Merced,Bear Creek and Bonner Road.,85.0,100.0,,,-120.238125,37.349442,Wildfire,a9a1a8e3-50af-4478-9190-48e0923623c3,https://www.fire.ca.gov/incidents/2024/8/15/waltz-fire/,,,2024-08-15,N,True,False,,,,,,,,,,2.4
Romero Fire,Y,2019-01-04T10:00:00Z,2018-06-24T16:11:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Merced,"Hwy 152 & Lower Cottonwood, west of Los Banos",68.0,100.0,,CAL FIRE Madera-Mariposa-Merced Unit,-121.09354,37.08529,,bda69d0e-716e-439e-9a18-49f44d449086,https://www.fire.ca.gov/incidents/2018/6/24/romero-fire/,2019-01-04T10:00:00Z,2019-01-04,2018-06-24,N,True,False,,,,,,25.0,0.0,49.0,22.1,4.5
Fields Fire,Y,2024-06-28T11:05:02Z,2024-05-31T15:22:10Z,"CAL FIRE Madera-Mariposa-Merced Unit
",,Merced,"Fields Road cross of Le Grande Road, North of the community of Snelling",22.0,100.0,,,-120.425878,37.565014,Wildfire,aeaaa127-7246-4a93-b7af-1a705002ada2,https://www.fire.ca.gov/incidents/2024/5/31/fields-fire/,2024-06-01T09:25:54Z,2024-06-01,2024-05-31,N,True,False,,,,,,,,,,2.1
Pass Fire,Y,2020-07-03T07:34:59Z,2020-06-28T13:28:53Z,CAL FIRE Madera-Mariposa-Merced Unit,,Merced,"Hwy 152 and Dinosaur Point Rd, near Santa Nella",2192.0,100.0,,,-121.21912,37.06641,Wildfire,a9397846-b830-4a42-a7e6-d2be9684a989,https://www.fire.ca.gov/incidents/2020/6/28/pass-fire/,2020-07-03T07:34:00Z,2020-07-03,2020-06-28,N,True,False,,,,,,18.5,0.0,57.0,23.5,7.6
Elgin Fire,Y,2024-06-28T09:10:37Z,2024-06-16T14:53:31Z,CAL FIRE Madera-Mariposa-Merced Unit,,Merced,"Elgin Road and Henry Miller Road, North of Dos Palos",86.0,100.0,,,-120.635371,37.097775,Wildfire,df73d9d0-1193-462a-836b-baca046bd399,https://www.fire.ca.gov/incidents/2024/6/16/elgin-fire/,,,2024-06-16,N,True,False,,,,,,,,,,3.5
Romero Fire,Y,2023-06-14T08:58:50Z,2022-06-23T18:34:00Z,CAL FIRE Madera-Mariposa-Merced Unit ,,Merced,Santa Nella near O'Neill Forebay in Merced County,349.0,100.0,,,-121.97785,38.42619,Wildfire,13541b69-799a-4a8b-ade9-0bdefc254f73,https://www.fire.ca.gov/incidents/2022/6/23/romero-fire/,2022-06-24T07:25:01Z,2022-06-24,2022-06-23,N,True,False,,,,,,28.6,0.0,30.0,21.2,2.9
Bear Fire,Y,2019-01-04T10:10:00Z,2018-06-07T18:04:00Z,CAL FIRE Madera-Mariposa-Merced ,,Merced,"Cunningham Road and Hwy 140, Planda",200.0,100.0,,CAL FIRE Madera-Mariposa-Merced ,-120.24315,37.33924,,cdd46073-0336-4003-8a06-161947985987,https://www.fire.ca.gov/incidents/2018/6/7/bear-fire/,2019-01-04T10:10:00Z,2019-01-04,2018-06-07,N,True,False,,,,,,19.6,0.0,55.0,20.8,3.5
Kahlon Fire,Y,2024-08-13T21:50:16Z,2024-08-13T16:00:58Z,CAL FIRE Madera-Mariposa-Merced Unit,,Merced,"Near Highway 99, South of Merced",17.0,100.0,,,-120.32559,37.181034,Wildfire,5e835ec5-e5aa-4fb7-bf45-0d437e73fcdf,https://www.fire.ca.gov/incidents/2024/8/13/kahlon-fire/,2024-08-13T21:49:53Z,2024-08-13,2024-08-13,N,True,False,,,,,,,,,,2.0
Cottonwood Fire,Y,2020-07-29T06:49:54Z,2020-07-27T09:28:40Z,CAL FIRE Madera-Mariposa-Merced Unit,,Merced,"Hwy 152 and Romero Visitors Center, west of Santa Nella",788.0,100.0,,,-121.101634,37.083806,Wildfire,9810b7b8-b865-4413-a60c-5f47e8945eda,https://www.fire.ca.gov/incidents/2020/7/27/cottonwood-fire/,,,2020-07-27,N,True,False,,,,,,25.9,0.0,48.0,24.5,2.4
Billy Fire,Y,2024-04-30T19:08:01Z,2024-04-30T10:52:10Z,CAL FIRE Madera-Mariposa-Merced,,Merced,"Billy Wright Road & Bonita Road, Santa Nella",12.0,100.0,,,-120.99063,37.020145,Wildfire,deffd3c6-f488-48d9-8ec0-43cf23d26e44,https://www.fire.ca.gov/incidents/2024/4/30/billy-fire/,,,2024-04-30,N,True,False,,,,,,,,,,2.8
Paloma Fire,Y,2024-07-05T07:40:21Z,2024-07-05T00:21:19Z,CAL FIRE Madera-Mariposa-Merced Unit,,Merced,Unknown / TBD,14.0,100.0,,,-120.460411,37.396908,Wildfire,c850a914-f9f2-4e3f-9605-45c3c871ac93,https://www.fire.ca.gov/incidents/2024/7/5/paloma-fire/,,,2024-07-05,N,True,False,,,,,,,,,,2.0
152 Fire,Y,2013-06-05T08:30:00Z,2013-06-04T15:42:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Merced,Hwy 152 in San Luis Creek Reservoir,124.0,100.0,,CAL FIRE Madera-Mariposa-Merced Unit,-121.006939,37.03776,,f9e85371-fc46-4f54-822c-7dcdaadde551,https://www.fire.ca.gov/incidents/2013/6/4/152-fire/,2013-06-05T08:30:00Z,2013-06-05,2013-06-04,N,True,False,,,,,,20.6,0.0,58.0,20.6,3.6
Hilldale Fire,Y,2024-07-08T08:19:26Z,2024-07-07T19:34:34Z,CAL FIRE Madera-Mariposa-Merced Unit,,Merced,"Hilldale Ave, Santa Nella",10.0,100.0,,,-120.998125,37.081199,Wildfire,f500704e-ed06-4a63-8ac4-55dc34c688d2,https://www.fire.ca.gov/incidents/2024/7/7/hilldale-fire/,,,2024-07-07,N,True,False,,,,,,,,,,2.0
Poleline Fire,Y,2024-06-07T21:32:01Z,2024-06-07T18:57:04Z,CAL FIRE Madera Mariposa Unit,,Merced,"Poleline Road and Highway 165, Los Banos",30.0,100.0,,"CALFIRE, Madera-Mariposa-Merced Unit",-120.834941,36.928296,Wildfire,591daf80-c234-485c-8d0e-38c9c6049980,https://www.fire.ca.gov/incidents/2024/6/7/poleline-fire/,2024-06-07T21:31:41Z,2024-06-07,2024-06-07,N,True,False,,,,,,,,,,2.3
Planada Fire,Y,2022-10-24T10:25:54Z,2018-06-15T10:34:00Z,CAL FIRE Madera-Mariposa-Merced ,,Merced,"off Doug Road and Bonner Road, north of the community of Planada",4563.0,100.0,,CAL FIRE Madera-Mariposa-Merced ,-120.34207,37.39339,,3de50f18-061e-40f4-8ee4-8a3d3ef25fb1,https://www.fire.ca.gov/incidents/2018/6/15/planada-fire/,2019-01-04T10:06:00Z,2019-01-04,2018-06-15,N,True,False,,,,,,20.4,0.0,51.0,20.2,4.4
Dinosaur Fire,Y,2016-06-26T18:50:00Z,2016-06-25T23:45:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Merced,"Off Hwy152 at Dinosaur Point, westside of San Luis Reservoir ",1246.0,100.0,,CAL FIRE Madera-Mariposa-Merced Unit,-121.20155,37.07147,,ec90eb29-e776-43da-a814-0c41463ae3c9,https://www.fire.ca.gov/incidents/2016/6/25/dinosaur-fire/,2016-06-26T18:50:00Z,2016-06-26,2016-06-25,N,True,False,,,,,,25.3,0.0,38.0,21.7,2.5
Border 8 Fire,Y,2019-08-18T07:10:06Z,2019-08-16T06:14:55Z,Unified Command: CAL FIRE and Mexican Fire Agency Consulate Emergency Services Fire Department,,Mexico,"City of Tecate, southeast of San Diego ",1507.0,100.0,"Threat to City of Tecate, Mexico",,-116.658735,32.573437,Wildfire,74b94fe9-3524-40ce-ac18-ee637bf66f15,https://www.fire.ca.gov/incidents/2019/8/16/border-8-fire/,2019-08-17T14:30:00Z,2019-08-17,2019-08-16,N,True,False,,,,,,19.2,0.0,82.0,25.7,1.5
