FeatureSet,Model,Accuracy,F1 Score,AUC
TrendDiff+InteractionFeatures+StdFeatures+SoilDrynessIndex,Logistic Regression,0.6803995006242197,0.5962145110410094,0.7547837658017299
TrendDiff+InteractionFeatures+StdFeatures+SoilDrynessIndex,Random Forest,0.6953807740324595,0.6336336336336337,0.7806187624750499
TrendDiff+InteractionFeatures+StdFeatures+SoilDrynessIndex,Decision Tree,0.651685393258427,0.5620094191522763,0.6401796407185628
TrendDiff+InteractionFeatures+StdFeatures+SoilDrynessIndex,Gradient Boosting,0.6878901373283396,0.6268656716417911,0.7726214238190285
TrendDiff+InteractionFeatures+StdFeatures+SoilDrynessIndex,XGBoost,0.7128589263420724,0.6417445482866043,0.7911244178310047
TrendDiff+InteractionFeatures+RatioFeatures+CumulativeLoad,Logistic Regression,0.6741573033707865,0.5902668759811617,0.7498602794411178
TrendDiff+InteractionFeatures+RatioFeatures+CumulativeLoad,Random Forest,0.6941323345817728,0.6304675716440422,0.7759614105123087
TrendDiff+InteractionFeatures+RatioFeatures+CumulativeLoad,Decision Tree,0.6354556803995006,0.5379746835443038,0.6253027278775782
TrendDiff+InteractionFeatures+RatioFeatures+CumulativeLoad,Gradient Boosting,0.6841448189762797,0.6349206349206349,0.763020625415835
TrendDiff+InteractionFeatures+RatioFeatures+CumulativeLoad,XGBoost,0.6953807740324595,0.610223642172524,0.7726214238190285
TrendDiff+InteractionFeatures+RatioFeatures+SoilDrynessIndex,Logistic Regression,0.6754057428214731,0.5806451612903226,0.7499068529607451
TrendDiff+InteractionFeatures+RatioFeatures+SoilDrynessIndex,Random Forest,0.6891385767790262,0.6244343891402715,0.7666433799068529
TrendDiff+InteractionFeatures+RatioFeatures+SoilDrynessIndex,Decision Tree,0.6504369538077404,0.5555555555555556,0.6395974717232202
TrendDiff+InteractionFeatures+RatioFeatures+SoilDrynessIndex,Gradient Boosting,0.6878901373283396,0.6323529411764706,0.7663739188290086
TrendDiff+InteractionFeatures+RatioFeatures+SoilDrynessIndex,XGBoost,0.6816479400749064,0.6106870229007634,0.7654091816367266
TrendDiff+InteractionFeatures+CumulativeLoad+SoilDrynessIndex,Logistic Regression,0.6716604244694132,0.5778491171749599,0.7498602794411178
TrendDiff+InteractionFeatures+CumulativeLoad+SoilDrynessIndex,Random Forest,0.7053682896379525,0.6413373860182371,0.781583499667332
TrendDiff+InteractionFeatures+CumulativeLoad+SoilDrynessIndex,Decision Tree,0.6579275905118602,0.571875,0.6490685296074518
TrendDiff+InteractionFeatures+CumulativeLoad+SoilDrynessIndex,Gradient Boosting,0.6891385767790262,0.6300148588410104,0.7581603459747173
TrendDiff+InteractionFeatures+CumulativeLoad+SoilDrynessIndex,XGBoost,0.6803995006242197,0.5949367088607594,0.7663872255489023
TrendDiff+StdFeatures+RatioFeatures+CumulativeLoad,Logistic Regression,0.682896379525593,0.5981012658227848,0.7528809048569527
TrendDiff+StdFeatures+RatioFeatures+CumulativeLoad,Random Forest,0.6966292134831461,0.6334841628959276,0.7808416500332668
TrendDiff+StdFeatures+RatioFeatures+CumulativeLoad,Decision Tree,0.6704119850187266,0.5900621118012422,0.6641284098469727
TrendDiff+StdFeatures+RatioFeatures+CumulativeLoad,Gradient Boosting,0.6841448189762797,0.6295754026354319,0.7683366600133067
TrendDiff+StdFeatures+RatioFeatures+CumulativeLoad,XGBoost,0.682896379525593,0.60062893081761,0.7745575515635396
TrendDiff+StdFeatures+RatioFeatures+SoilDrynessIndex,Logistic Regression,0.6878901373283396,0.6056782334384858,0.7543779108449767
TrendDiff+StdFeatures+RatioFeatures+SoilDrynessIndex,Random Forest,0.6916354556803995,0.6274509803921569,0.7770825016633399
TrendDiff+StdFeatures+RatioFeatures+SoilDrynessIndex,Decision Tree,0.6629213483146067,0.5741324921135647,0.6552195608782435
TrendDiff+StdFeatures+RatioFeatures+SoilDrynessIndex,Gradient Boosting,0.686641697877653,0.6303387334315169,0.7697671324018629
TrendDiff+StdFeatures+RatioFeatures+SoilDrynessIndex,XGBoost,0.6941323345817728,0.6236559139784946,0.781437125748503
TrendDiff+StdFeatures+CumulativeLoad+SoilDrynessIndex,Logistic Regression,0.6816479400749064,0.595879556259905,0.7547837658017298
TrendDiff+StdFeatures+CumulativeLoad+SoilDrynessIndex,Random Forest,0.7016229712858927,0.6351145038167939,0.7813140385894877
TrendDiff+StdFeatures+CumulativeLoad+SoilDrynessIndex,Decision Tree,0.66167290886392,0.5705229793977813,0.6484697272122422
TrendDiff+StdFeatures+CumulativeLoad+SoilDrynessIndex,Gradient Boosting,0.6878901373283396,0.625748502994012,0.7676114437791084
TrendDiff+StdFeatures+CumulativeLoad+SoilDrynessIndex,XGBoost,0.6816479400749064,0.6046511627906976,0.7786427145708584
TrendDiff+RatioFeatures+CumulativeLoad+SoilDrynessIndex,Logistic Regression,0.6704119850187266,0.5728155339805825,0.7501530272787759
TrendDiff+RatioFeatures+CumulativeLoad+SoilDrynessIndex,Random Forest,0.700374531835206,0.6396396396396397,0.7780306054557551
TrendDiff+RatioFeatures+CumulativeLoad+SoilDrynessIndex,Decision Tree,0.6629213483146067,0.5631067961165048,0.6494311377245509
TrendDiff+RatioFeatures+CumulativeLoad+SoilDrynessIndex,Gradient Boosting,0.682896379525593,0.6220238095238095,0.7550765136393878
TrendDiff+RatioFeatures+CumulativeLoad+SoilDrynessIndex,XGBoost,0.682896379525593,0.60062893081761,0.7676180971390552
ExtremeFlags+InteractionFeatures+StdFeatures+RatioFeatures,Logistic Regression,0.682896379525593,0.60062893081761,0.7528675981370593
ExtremeFlags+InteractionFeatures+StdFeatures+RatioFeatures,Random Forest,0.6953807740324595,0.6347305389221557,0.7801729873586162
ExtremeFlags+InteractionFeatures+StdFeatures+RatioFeatures,Decision Tree,0.6566791510611736,0.5641838351822503,0.6454757152361943
ExtremeFlags+InteractionFeatures+StdFeatures+RatioFeatures,Gradient Boosting,0.6791510611735331,0.6248175182481752,0.763107119095143
ExtremeFlags+InteractionFeatures+StdFeatures+RatioFeatures,XGBoost,0.6978776529338327,0.6242236024844721,0.7795874916833001
ExtremeFlags+InteractionFeatures+StdFeatures+CumulativeLoad,Logistic Regression,0.6803995006242197,0.5936507936507937,0.7540851630073186
ExtremeFlags+InteractionFeatures+StdFeatures+CumulativeLoad,Random Forest,0.704119850187266,0.643609022556391,0.7855522288755821
ExtremeFlags+InteractionFeatures+StdFeatures+CumulativeLoad,Decision Tree,0.66541822721598,0.5732484076433121,0.6521091151031272
ExtremeFlags+InteractionFeatures+StdFeatures+CumulativeLoad,Gradient Boosting,0.682896379525593,0.6297376093294461,0.7604590818363273
ExtremeFlags+InteractionFeatures+StdFeatures+CumulativeLoad,XGBoost,0.6953807740324595,0.6211180124223602,0.7792814371257485
ExtremeFlags+InteractionFeatures+StdFeatures+SoilDrynessIndex,Logistic Regression,0.6816479400749064,0.5971563981042654,0.7539720558882236
ExtremeFlags+InteractionFeatures+StdFeatures+SoilDrynessIndex,Random Forest,0.6966292134831461,0.64,0.7854956753160346
ExtremeFlags+InteractionFeatures+StdFeatures+SoilDrynessIndex,Decision Tree,0.6554307116104869,0.5632911392405063,0.6448769128409848
ExtremeFlags+InteractionFeatures+StdFeatures+SoilDrynessIndex,Gradient Boosting,0.6928838951310862,0.6350148367952523,0.7742315369261478
ExtremeFlags+InteractionFeatures+StdFeatures+SoilDrynessIndex,XGBoost,0.7103620474406991,0.6340694006309149,0.7905988023952095
ExtremeFlags+InteractionFeatures+RatioFeatures+CumulativeLoad,Logistic Regression,0.6754057428214731,0.5911949685534591,0.7497272122421823
ExtremeFlags+InteractionFeatures+RatioFeatures+CumulativeLoad,Random Forest,0.6791510611735331,0.6100151745068285,0.7719394544244843
ExtremeFlags+InteractionFeatures+RatioFeatures+CumulativeLoad,Decision Tree,0.634207240948814,0.5356576862123613,0.6247571523619428
ExtremeFlags+InteractionFeatures+RatioFeatures+CumulativeLoad,Gradient Boosting,0.6791510611735331,0.6226138032305433,0.7540352628077178
ExtremeFlags+InteractionFeatures+RatioFeatures+CumulativeLoad,XGBoost,0.6791510611735331,0.6027820710973725,0.7687425149700599
ExtremeFlags+InteractionFeatures+RatioFeatures+SoilDrynessIndex,Logistic Regression,0.6754057428214731,0.5806451612903226,0.7497804391217565
ExtremeFlags+InteractionFeatures+RatioFeatures+SoilDrynessIndex,Random Forest,0.6841448189762797,0.6149162861491628,0.7683033932135729
ExtremeFlags+InteractionFeatures+RatioFeatures+SoilDrynessIndex,Decision Tree,0.6666666666666666,0.5658536585365853,0.6507884231536927
ExtremeFlags+InteractionFeatures+RatioFeatures+SoilDrynessIndex,Gradient Boosting,0.6604244694132334,0.5952380952380952,0.7581936127744511
ExtremeFlags+InteractionFeatures+RatioFeatures+SoilDrynessIndex,XGBoost,0.6941323345817728,0.6201550387596899,0.7774916833000665
ExtremeFlags+InteractionFeatures+CumulativeLoad+SoilDrynessIndex,Logistic Regression,0.6729088639200999,0.5774193548387097,0.7515169660678643
ExtremeFlags+InteractionFeatures+CumulativeLoad+SoilDrynessIndex,Random Forest,0.7016229712858927,0.6416791604197901,0.7713007318695941
ExtremeFlags+InteractionFeatures+CumulativeLoad+SoilDrynessIndex,Decision Tree,0.6566791510611736,0.5614035087719298,0.6438822355289421
ExtremeFlags+InteractionFeatures+CumulativeLoad+SoilDrynessIndex,Gradient Boosting,0.6903870162297129,0.6405797101449275,0.7662075848303393
ExtremeFlags+InteractionFeatures+CumulativeLoad+SoilDrynessIndex,XGBoost,0.6841448189762797,0.6028257456828885,0.7663539587491683
ExtremeFlags+StdFeatures+RatioFeatures+CumulativeLoad,Logistic Regression,0.6841448189762797,0.6015748031496063,0.75354624085163
ExtremeFlags+StdFeatures+RatioFeatures+CumulativeLoad,Random Forest,0.6891385767790262,0.6198473282442748,0.7744111776447106
ExtremeFlags+StdFeatures+RatioFeatures+CumulativeLoad,Decision Tree,0.6504369538077404,0.559748427672956,0.6400465735196275
ExtremeFlags+StdFeatures+RatioFeatures+CumulativeLoad,Gradient Boosting,0.686641697877653,0.6281481481481481,0.7630073186959415
ExtremeFlags+StdFeatures+RatioFeatures+CumulativeLoad,XGBoost,0.6803995006242197,0.6049382716049383,0.7797272122421822
ExtremeFlags+StdFeatures+RatioFeatures+SoilDrynessIndex,Logistic Regression,0.6903870162297129,0.610062893081761,0.7544377910844977
ExtremeFlags+StdFeatures+RatioFeatures+SoilDrynessIndex,Random Forest,0.700374531835206,0.6428571428571429,0.780119760479042
ExtremeFlags+StdFeatures+RatioFeatures+SoilDrynessIndex,Decision Tree,0.6379525593008739,0.5425867507886435,0.6272455089820359
ExtremeFlags+StdFeatures+RatioFeatures+SoilDrynessIndex,Gradient Boosting,0.6853932584269663,0.6283185840707964,0.7625083166999335
ExtremeFlags+StdFeatures+RatioFeatures+SoilDrynessIndex,XGBoost,0.704119850187266,0.6267716535433071,0.7907584830339321
ExtremeFlags+StdFeatures+CumulativeLoad+SoilDrynessIndex,Logistic Regression,0.6803995006242197,0.5936507936507937,0.7528875582168995
ExtremeFlags+StdFeatures+CumulativeLoad+SoilDrynessIndex,Random Forest,0.682896379525593,0.6220238095238095,0.7726746506986029
ExtremeFlags+StdFeatures+CumulativeLoad+SoilDrynessIndex,Decision Tree,0.6666666666666666,0.5741626794258373,0.6588922155688623
ExtremeFlags+StdFeatures+CumulativeLoad+SoilDrynessIndex,Gradient Boosting,0.682896379525593,0.6197604790419161,0.7588157019294745
ExtremeFlags+StdFeatures+CumulativeLoad+SoilDrynessIndex,XGBoost,0.6941323345817728,0.6248085758039816,0.7823885562208915
ExtremeFlags+RatioFeatures+CumulativeLoad+SoilDrynessIndex,Logistic Regression,0.6729088639200999,0.5774193548387097,0.7493745841650032
ExtremeFlags+RatioFeatures+CumulativeLoad+SoilDrynessIndex,Random Forest,0.6903870162297129,0.6242424242424243,0.7704324683965402
ExtremeFlags+RatioFeatures+CumulativeLoad+SoilDrynessIndex,Decision Tree,0.6392009987515606,0.5519379844961241,0.6326314038589488
ExtremeFlags+RatioFeatures+CumulativeLoad+SoilDrynessIndex,Gradient Boosting,0.6729088639200999,0.6101190476190477,0.7509880239520959
ExtremeFlags+RatioFeatures+CumulativeLoad+SoilDrynessIndex,XGBoost,0.6803995006242197,0.6,0.7677977378576181
InteractionFeatures+StdFeatures+RatioFeatures+CumulativeLoad,Logistic Regression,0.6878901373283396,0.6044303797468354,0.752401862940785
InteractionFeatures+StdFeatures+RatioFeatures+CumulativeLoad,Random Forest,0.6953807740324595,0.6379821958456974,0.7821656686626747
InteractionFeatures+StdFeatures+RatioFeatures+CumulativeLoad,Decision Tree,0.6554307116104869,0.5632911392405063,0.644251497005988
InteractionFeatures+StdFeatures+RatioFeatures+CumulativeLoad,Gradient Boosting,0.6953807740324595,0.6443148688046647,0.7668662674650699
InteractionFeatures+StdFeatures+RatioFeatures+CumulativeLoad,XGBoost,0.7066167290886392,0.631083202511774,0.7833599467731204
InteractionFeatures+StdFeatures+RatioFeatures+SoilDrynessIndex,Logistic Regression,0.6766541822721598,0.594679186228482,0.7520758483033931
InteractionFeatures+StdFeatures+RatioFeatures+SoilDrynessIndex,Random Forest,0.7053682896379525,0.6467065868263473,0.7866799733865601
InteractionFeatures+StdFeatures+RatioFeatures+SoilDrynessIndex,Decision Tree,0.66541822721598,0.5691318327974276,0.6502461743180306
InteractionFeatures+StdFeatures+RatioFeatures+SoilDrynessIndex,Gradient Boosting,0.6878901373283396,0.6301775147928994,0.7651363938789089
InteractionFeatures+StdFeatures+RatioFeatures+SoilDrynessIndex,XGBoost,0.6991260923845194,0.6309341500765697,0.7844311377245509
InteractionFeatures+StdFeatures+CumulativeLoad+SoilDrynessIndex,Logistic Regression,0.682896379525593,0.5993690851735016,0.7546506986027943
InteractionFeatures+StdFeatures+CumulativeLoad+SoilDrynessIndex,Random Forest,0.6966292134831461,0.6421207658321061,0.7850232867598137
InteractionFeatures+StdFeatures+CumulativeLoad+SoilDrynessIndex,Decision Tree,0.6367041198501873,0.543171114599686,0.628053892215569
InteractionFeatures+StdFeatures+CumulativeLoad+SoilDrynessIndex,Gradient Boosting,0.6716604244694132,0.6115214180206795,0.7605655355954757
InteractionFeatures+StdFeatures+CumulativeLoad+SoilDrynessIndex,XGBoost,0.6928838951310862,0.6132075471698113,0.7806387225548902
InteractionFeatures+RatioFeatures+CumulativeLoad+SoilDrynessIndex,Logistic Regression,0.6729088639200999,0.5760517799352751,0.7493612774451098
InteractionFeatures+RatioFeatures+CumulativeLoad+SoilDrynessIndex,Random Forest,0.6928838951310862,0.6328358208955224,0.7735429141716567
InteractionFeatures+RatioFeatures+CumulativeLoad+SoilDrynessIndex,Decision Tree,0.634207240948814,0.5371248025276462,0.6258483033932136
InteractionFeatures+RatioFeatures+CumulativeLoad+SoilDrynessIndex,Gradient Boosting,0.6741573033707865,0.6110283159463488,0.7531437125748502
InteractionFeatures+RatioFeatures+CumulativeLoad+SoilDrynessIndex,XGBoost,0.700374531835206,0.6261682242990654,0.7722554890219561
StdFeatures+RatioFeatures+CumulativeLoad+SoilDrynessIndex,Logistic Regression,0.686641697877653,0.6009538950715422,0.7540851630073189
StdFeatures+RatioFeatures+CumulativeLoad+SoilDrynessIndex,Random Forest,0.6928838951310862,0.6350148367952523,0.782641383898869
StdFeatures+RatioFeatures+CumulativeLoad+SoilDrynessIndex,Decision Tree,0.6591760299625468,0.5632,0.6448935462408516
StdFeatures+RatioFeatures+CumulativeLoad+SoilDrynessIndex,Gradient Boosting,0.6853932584269663,0.6294117647058823,0.7590086493679308
StdFeatures+RatioFeatures+CumulativeLoad+SoilDrynessIndex,XGBoost,0.6903870162297129,0.6160990712074303,0.7809181636726547
MinMaxQuantile+TrendDiff+ExtremeFlags+InteractionFeatures+StdFeatures,Logistic Regression,0.682896379525593,0.6018808777429467,0.7545708582834332
MinMaxQuantile+TrendDiff+ExtremeFlags+InteractionFeatures+StdFeatures,Random Forest,0.6903870162297129,0.6287425149700598,0.7828875582168996
MinMaxQuantile+TrendDiff+ExtremeFlags+InteractionFeatures+StdFeatures,Decision Tree,0.6454431960049938,0.5534591194968553,0.6379673985362608
MinMaxQuantile+TrendDiff+ExtremeFlags+InteractionFeatures+StdFeatures,Gradient Boosting,0.6916354556803995,0.6329866270430906,0.7669860279441119
MinMaxQuantile+TrendDiff+ExtremeFlags+InteractionFeatures+StdFeatures,XGBoost,0.6853932584269663,0.60625,0.779441117764471
MinMaxQuantile+TrendDiff+ExtremeFlags+InteractionFeatures+RatioFeatures,Logistic Regression,0.6891385767790262,0.6115444617784711,0.7514770459081836
MinMaxQuantile+TrendDiff+ExtremeFlags+InteractionFeatures+RatioFeatures,Random Forest,0.6841448189762797,0.6229508196721312,0.7764703925482368
MinMaxQuantile+TrendDiff+ExtremeFlags+InteractionFeatures+RatioFeatures,Decision Tree,0.6317103620474407,0.5354330708661418,0.621583499667332
MinMaxQuantile+TrendDiff+ExtremeFlags+InteractionFeatures+RatioFeatures,Gradient Boosting,0.6766541822721598,0.6174298375184638,0.7615502328675982
MinMaxQuantile+TrendDiff+ExtremeFlags+InteractionFeatures+RatioFeatures,XGBoost,0.6754057428214731,0.5924764890282131,0.7687159015302729
MinMaxQuantile+TrendDiff+ExtremeFlags+InteractionFeatures+CumulativeLoad,Logistic Regression,0.6816479400749064,0.6021840873634945,0.752521623419827
MinMaxQuantile+TrendDiff+ExtremeFlags+InteractionFeatures+CumulativeLoad,Random Forest,0.6841448189762797,0.6184012066365008,0.7766899534264804
MinMaxQuantile+TrendDiff+ExtremeFlags+InteractionFeatures+CumulativeLoad,Decision Tree,0.6404494382022472,0.5399361022364217,0.626833000665336
MinMaxQuantile+TrendDiff+ExtremeFlags+InteractionFeatures+CumulativeLoad,Gradient Boosting,0.6766541822721598,0.6140089418777943,0.7627744510978044
MinMaxQuantile+TrendDiff+ExtremeFlags+InteractionFeatures+CumulativeLoad,XGBoost,0.6853932584269663,0.60625,0.7740652029274785
MinMaxQuantile+TrendDiff+ExtremeFlags+InteractionFeatures+SoilDrynessIndex,Logistic Regression,0.6791510611735331,0.5914149443561209,0.7517498336660012
MinMaxQuantile+TrendDiff+ExtremeFlags+InteractionFeatures+SoilDrynessIndex,Random Forest,0.700374531835206,0.6330275229357798,0.784777112441783
MinMaxQuantile+TrendDiff+ExtremeFlags+InteractionFeatures+SoilDrynessIndex,Decision Tree,0.6466916354556804,0.5571205007824727,0.6343646041250831
MinMaxQuantile+TrendDiff+ExtremeFlags+InteractionFeatures+SoilDrynessIndex,Gradient Boosting,0.6803995006242197,0.6224188790560472,0.7601131071190951
MinMaxQuantile+TrendDiff+ExtremeFlags+InteractionFeatures+SoilDrynessIndex,XGBoost,0.6803995006242197,0.6073619631901841,0.7690552228875582
MinMaxQuantile+TrendDiff+ExtremeFlags+StdFeatures+RatioFeatures,Logistic Regression,0.6791510611735331,0.5990639625585024,0.7538656021290752
MinMaxQuantile+TrendDiff+ExtremeFlags+StdFeatures+RatioFeatures,Random Forest,0.686641697877653,0.624813153961136,0.7801796407185629
MinMaxQuantile+TrendDiff+ExtremeFlags+StdFeatures+RatioFeatures,Decision Tree,0.6429463171036205,0.5517241379310345,0.6323719228210246
MinMaxQuantile+TrendDiff+ExtremeFlags+StdFeatures+RatioFeatures,Gradient Boosting,0.6816479400749064,0.6222222222222222,0.76354624085163
MinMaxQuantile+TrendDiff+ExtremeFlags+StdFeatures+RatioFeatures,XGBoost,0.6916354556803995,0.6274509803921569,0.7849168330006653
MinMaxQuantile+TrendDiff+ExtremeFlags+StdFeatures+CumulativeLoad,Logistic Regression,0.6891385767790262,0.6103286384976526,0.7538389886892881
MinMaxQuantile+TrendDiff+ExtremeFlags+StdFeatures+CumulativeLoad,Random Forest,0.704119850187266,0.639269406392694,0.7892514970059881
MinMaxQuantile+TrendDiff+ExtremeFlags+StdFeatures+CumulativeLoad,Decision Tree,0.66541822721598,0.5902140672782875,0.6650232867598136
MinMaxQuantile+TrendDiff+ExtremeFlags+StdFeatures+CumulativeLoad,Gradient Boosting,0.686641697877653,0.6259314456035767,0.7651164337990686
MinMaxQuantile+TrendDiff+ExtremeFlags+StdFeatures+CumulativeLoad,XGBoost,0.6791510611735331,0.5965463108320251,0.7812109115103127
MinMaxQuantile+TrendDiff+ExtremeFlags+StdFeatures+SoilDrynessIndex,Logistic Regression,0.686641697877653,0.6009538950715422,0.7518163672654691
MinMaxQuantile+TrendDiff+ExtremeFlags+StdFeatures+SoilDrynessIndex,Random Forest,0.6978776529338327,0.6377245508982036,0.7816001330671989
MinMaxQuantile+TrendDiff+ExtremeFlags+StdFeatures+SoilDrynessIndex,Decision Tree,0.6429463171036205,0.5488958990536278,0.6299001996007983
MinMaxQuantile+TrendDiff+ExtremeFlags+StdFeatures+SoilDrynessIndex,Gradient Boosting,0.6841448189762797,0.6251851851851852,0.7647970725216234
MinMaxQuantile+TrendDiff+ExtremeFlags+StdFeatures+SoilDrynessIndex,XGBoost,0.6978776529338327,0.621875,0.7828542914171657
MinMaxQuantile+TrendDiff+ExtremeFlags+RatioFeatures+CumulativeLoad,Logistic Regression,0.686641697877653,0.6108527131782946,0.7506520292747837
MinMaxQuantile+TrendDiff+ExtremeFlags+RatioFeatures+CumulativeLoad,Random Forest,0.6978776529338327,0.6366366366366366,0.778888888888889
MinMaxQuantile+TrendDiff+ExtremeFlags+RatioFeatures+CumulativeLoad,Decision Tree,0.6229712858926342,0.5236593059936908,0.6091084497671324
MinMaxQuantile+TrendDiff+ExtremeFlags+RatioFeatures+CumulativeLoad,Gradient Boosting,0.6803995006242197,0.6190476190476191,0.761204258150366
MinMaxQuantile+TrendDiff+ExtremeFlags+RatioFeatures+CumulativeLoad,XGBoost,0.6941323345817728,0.6270928462709284,0.7746373918829009
MinMaxQuantile+TrendDiff+ExtremeFlags+RatioFeatures+SoilDrynessIndex,Logistic Regression,0.6816479400749064,0.5893719806763285,0.7501397205588823
MinMaxQuantile+TrendDiff+ExtremeFlags+RatioFeatures+SoilDrynessIndex,Random Forest,0.6941323345817728,0.6304675716440422,0.7711477045908184
MinMaxQuantile+TrendDiff+ExtremeFlags+RatioFeatures+SoilDrynessIndex,Decision Tree,0.6192259675405742,0.5196850393700787,0.6092947438456421
MinMaxQuantile+TrendDiff+ExtremeFlags+RatioFeatures+SoilDrynessIndex,Gradient Boosting,0.6791510611735331,0.61698956780924,0.7579041916167665
MinMaxQuantile+TrendDiff+ExtremeFlags+RatioFeatures+SoilDrynessIndex,XGBoost,0.6766541822721598,0.6057838660578386,0.7657884231536927
MinMaxQuantile+TrendDiff+ExtremeFlags+CumulativeLoad+SoilDrynessIndex,Logistic Regression,0.6878901373283396,0.5993589743589743,0.7523819028609449
MinMaxQuantile+TrendDiff+ExtremeFlags+CumulativeLoad+SoilDrynessIndex,Random Forest,0.6966292134831461,0.64,0.7824284763805722
MinMaxQuantile+TrendDiff+ExtremeFlags+CumulativeLoad+SoilDrynessIndex,Decision Tree,0.6479400749063671,0.5537974683544303,0.6352927478376581
MinMaxQuantile+TrendDiff+ExtremeFlags+CumulativeLoad+SoilDrynessIndex,Gradient Boosting,0.6791510611735331,0.61698956780924,0.7629673985362608
MinMaxQuantile+TrendDiff+ExtremeFlags+CumulativeLoad+SoilDrynessIndex,XGBoost,0.6878901373283396,0.6081504702194357,0.7733532934131736
MinMaxQuantile+TrendDiff+InteractionFeatures+StdFeatures+RatioFeatures,Logistic Regression,0.6841448189762797,0.6053042121684867,0.7523353293413173
MinMaxQuantile+TrendDiff+InteractionFeatures+StdFeatures+RatioFeatures,Random Forest,0.6891385767790262,0.6266866566716641,0.771600133067199
MinMaxQuantile+TrendDiff+InteractionFeatures+StdFeatures+RatioFeatures,Decision Tree,0.6416978776529338,0.5363489499192245,0.6258416500332667
MinMaxQuantile+TrendDiff+InteractionFeatures+StdFeatures+RatioFeatures,Gradient Boosting,0.6891385767790262,0.6311111111111111,0.7643845642049235
MinMaxQuantile+TrendDiff+InteractionFeatures+StdFeatures+RatioFeatures,XGBoost,0.6791510611735331,0.6015503875968993,0.772581503659348
MinMaxQuantile+TrendDiff+InteractionFeatures+StdFeatures+CumulativeLoad,Logistic Regression,0.6803995006242197,0.6,0.7539720558882235
MinMaxQuantile+TrendDiff+InteractionFeatures+StdFeatures+CumulativeLoad,Random Forest,0.7103620474406991,0.6526946107784432,0.7830372588157019
MinMaxQuantile+TrendDiff+InteractionFeatures+StdFeatures+CumulativeLoad,Decision Tree,0.6679151061173533,0.5791139240506329,0.6586427145708583
MinMaxQuantile+TrendDiff+InteractionFeatures+StdFeatures+CumulativeLoad,Gradient Boosting,0.686641697877653,0.631424375917768,0.7632934131736526
MinMaxQuantile+TrendDiff+InteractionFeatures+StdFeatures+CumulativeLoad,XGBoost,0.6941323345817728,0.6224961479198767,0.7772388556220892
MinMaxQuantile+TrendDiff+InteractionFeatures+StdFeatures+SoilDrynessIndex,Logistic Regression,0.6853932584269663,0.5987261146496815,0.7516167664670659
MinMaxQuantile+TrendDiff+InteractionFeatures+StdFeatures+SoilDrynessIndex,Random Forest,0.6978776529338327,0.6377245508982036,0.784560878243513
MinMaxQuantile+TrendDiff+InteractionFeatures+StdFeatures+SoilDrynessIndex,Decision Tree,0.651685393258427,0.5592417061611374,0.6392315369261478
MinMaxQuantile+TrendDiff+InteractionFeatures+StdFeatures+SoilDrynessIndex,Gradient Boosting,0.6853932584269663,0.6283185840707964,0.7649900199600799
MinMaxQuantile+TrendDiff+InteractionFeatures+StdFeatures+SoilDrynessIndex,XGBoost,0.6841448189762797,0.6077519379844961,0.7703592814371257
MinMaxQuantile+TrendDiff+InteractionFeatures+RatioFeatures+CumulativeLoad,Logistic Regression,0.6853932584269663,0.6086956521739131,0.75166999334664
MinMaxQuantile+TrendDiff+InteractionFeatures+RatioFeatures+CumulativeLoad,Random Forest,0.6978776529338327,0.6276923076923077,0.7805522288755822
MinMaxQuantile+TrendDiff+InteractionFeatures+RatioFeatures+CumulativeLoad,Decision Tree,0.6429463171036205,0.5416666666666666,0.6294045242847638
MinMaxQuantile+TrendDiff+InteractionFeatures+RatioFeatures+CumulativeLoad,Gradient Boosting,0.6779026217228464,0.6160714285714286,0.7569993346640053
MinMaxQuantile+TrendDiff+InteractionFeatures+RatioFeatures+CumulativeLoad,XGBoost,0.6941323345817728,0.6189735614307932,0.7842581503659348
MinMaxQuantile+TrendDiff+InteractionFeatures+RatioFeatures+SoilDrynessIndex,Logistic Regression,0.682896379525593,0.5955414012738853,0.7514903526280772
MinMaxQuantile+TrendDiff+InteractionFeatures+RatioFeatures+SoilDrynessIndex,Random Forest,0.6978776529338327,0.6333333333333333,0.7763040585495675
MinMaxQuantile+TrendDiff+InteractionFeatures+RatioFeatures+SoilDrynessIndex,Decision Tree,0.6404494382022472,0.5457413249211357,0.6306254158349966
MinMaxQuantile+TrendDiff+InteractionFeatures+RatioFeatures+SoilDrynessIndex,Gradient Boosting,0.6716604244694132,0.6126656848306333,0.7566733200266135
MinMaxQuantile+TrendDiff+InteractionFeatures+RatioFeatures+SoilDrynessIndex,XGBoost,0.6928838951310862,0.615625,0.7799001996007984
MinMaxQuantile+TrendDiff+InteractionFeatures+CumulativeLoad+SoilDrynessIndex,Logistic Regression,0.6803995006242197,0.5897435897435898,0.751729873586161
MinMaxQuantile+TrendDiff+InteractionFeatures+CumulativeLoad+SoilDrynessIndex,Random Forest,0.6941323345817728,0.6359583952451708,0.7865868263473053
MinMaxQuantile+TrendDiff+InteractionFeatures+CumulativeLoad+SoilDrynessIndex,Decision Tree,0.6579275905118602,0.5678233438485805,0.6470625415834997
MinMaxQuantile+TrendDiff+InteractionFeatures+CumulativeLoad+SoilDrynessIndex,Gradient Boosting,0.6779026217228464,0.6102719033232629,0.7625382568196939
