FeatureSet,Model,Accuracy,F1 Score,AUC
MinMaxQuantile+StdFeatures+CumulativeLoad,Gradient Boosting,0.682896379525593,0.6231454005934718,0.7558616101131073
MinMaxQuantile+StdFeatures+CumulativeLoad,XGBoost,0.700374531835206,0.6307692307692307,0.7756952761144378
MinMaxQuantile+StdFeatures+SoilDrynessIndex,Logistic Regression,0.6891385767790262,0.6053882725832013,0.7525349301397206
MinMaxQuantile+StdFeatures+SoilDrynessIndex,Random Forest,0.6891385767790262,0.6244343891402715,0.7861310711909514
MinMaxQuantile+StdFeatures+SoilDrynessIndex,Decision Tree,0.6666666666666666,0.575516693163752,0.6565036593479707
MinMaxQuantile+StdFeatures+SoilDrynessIndex,Gradient Boosting,0.6766541822721598,0.6207906295754027,0.7651696606786428
MinMaxQuantile+StdFeatures+SoilDrynessIndex,XGBoost,0.6629213483146067,0.5768025078369906,0.7629540918163672
MinMaxQuantile+RatioFeatures+CumulativeLoad,Logistic Regression,0.6853932584269663,0.6074766355140186,0.7501330671989355
MinMaxQuantile+RatioFeatures+CumulativeLoad,Random Forest,0.6928838951310862,0.6371681415929203,0.7816899534264804
MinMaxQuantile+RatioFeatures+CumulativeLoad,Decision Tree,0.6329588014981273,0.5434782608695652,0.6231337325349301
MinMaxQuantile+RatioFeatures+CumulativeLoad,Gradient Boosting,0.6754057428214731,0.6231884057971014,0.7498935462408516
MinMaxQuantile+RatioFeatures+CumulativeLoad,XGBoost,0.704119850187266,0.6446776611694153,0.7742648037258815
MinMaxQuantile+RatioFeatures+SoilDrynessIndex,Logistic Regression,0.6878901373283396,0.6019108280254777,0.7520425815036593
MinMaxQuantile+RatioFeatures+SoilDrynessIndex,Random Forest,0.686641697877653,0.6225563909774436,0.7808982035928144
MinMaxQuantile+RatioFeatures+SoilDrynessIndex,Decision Tree,0.6354556803995006,0.535031847133758,0.6204391217564871
MinMaxQuantile+RatioFeatures+SoilDrynessIndex,Gradient Boosting,0.6741573033707865,0.6178623718887262,0.744131736526946
MinMaxQuantile+RatioFeatures+SoilDrynessIndex,XGBoost,0.6716604244694132,0.5832012678288431,0.7704324683965402
MinMaxQuantile+CumulativeLoad+SoilDrynessIndex,Logistic Regression,0.6791510611735331,0.5901116427432217,0.7507717897538257
MinMaxQuantile+CumulativeLoad+SoilDrynessIndex,Random Forest,0.6978776529338327,0.6333333333333333,0.7888323353293413
MinMaxQuantile+CumulativeLoad+SoilDrynessIndex,Decision Tree,0.6541822721598003,0.5624012638230648,0.6450565535595476
MinMaxQuantile+CumulativeLoad+SoilDrynessIndex,Gradient Boosting,0.6754057428214731,0.622093023255814,0.7558616101131072
MinMaxQuantile+CumulativeLoad+SoilDrynessIndex,XGBoost,0.682896379525593,0.6055900621118012,0.7720625415834996
TrendDiff+ExtremeFlags+InteractionFeatures,Logistic Regression,0.6754057428214731,0.5899053627760252,0.7530339321357286
TrendDiff+ExtremeFlags+InteractionFeatures,Random Forest,0.6878901373283396,0.6200607902735562,0.7735528942115768
TrendDiff+ExtremeFlags+InteractionFeatures,Decision Tree,0.6566791510611736,0.5655608214849921,0.645688622754491
TrendDiff+ExtremeFlags+InteractionFeatures,Gradient Boosting,0.6941323345817728,0.6412884333821376,0.7578509647371922
TrendDiff+ExtremeFlags+InteractionFeatures,XGBoost,0.6916354556803995,0.6122448979591837,0.7730006653359947
TrendDiff+ExtremeFlags+StdFeatures,Logistic Regression,0.6853932584269663,0.6012658227848101,0.7552295409181636
TrendDiff+ExtremeFlags+StdFeatures,Random Forest,0.6991260923845194,0.638680659670165,0.7787957418496341
TrendDiff+ExtremeFlags+StdFeatures,Decision Tree,0.6741573033707865,0.5965996908809892,0.6672621423819028
TrendDiff+ExtremeFlags+StdFeatures,Gradient Boosting,0.7066167290886392,0.6508172362555721,0.7726147704590819
TrendDiff+ExtremeFlags+StdFeatures,XGBoost,0.7053682896379525,0.6300940438871473,0.790319361277445
TrendDiff+ExtremeFlags+RatioFeatures,Logistic Regression,0.6766541822721598,0.594679186228482,0.7511709913506321
TrendDiff+ExtremeFlags+RatioFeatures,Random Forest,0.6779026217228464,0.6042944785276073,0.7685129740518962
TrendDiff+ExtremeFlags+RatioFeatures,Decision Tree,0.6591760299625468,0.5727699530516432,0.6504391217564871
TrendDiff+ExtremeFlags+RatioFeatures,Gradient Boosting,0.6803995006242197,0.6268221574344023,0.7515103127079175
TrendDiff+ExtremeFlags+RatioFeatures,XGBoost,0.6841448189762797,0.6053042121684867,0.7667332002661343
TrendDiff+ExtremeFlags+CumulativeLoad,Logistic Regression,0.6803995006242197,0.5949367088607594,0.7528077178975382
TrendDiff+ExtremeFlags+CumulativeLoad,Random Forest,0.6704119850187266,0.5938461538461538,0.763942115768463
TrendDiff+ExtremeFlags+CumulativeLoad,Decision Tree,0.6541822721598003,0.5665101721439749,0.6454723885562208
TrendDiff+ExtremeFlags+CumulativeLoad,Gradient Boosting,0.6791510611735331,0.6215022091310751,0.7515568862275449
TrendDiff+ExtremeFlags+CumulativeLoad,XGBoost,0.6903870162297129,0.6112852664576802,0.7682568196939454
TrendDiff+ExtremeFlags+SoilDrynessIndex,Logistic Regression,0.6791510611735331,0.5848142164781907,0.7515036593479708
TrendDiff+ExtremeFlags+SoilDrynessIndex,Random Forest,0.704119850187266,0.6381679389312978,0.7779241516966067
TrendDiff+ExtremeFlags+SoilDrynessIndex,Decision Tree,0.6629213483146067,0.5794392523364486,0.6558483033932136
TrendDiff+ExtremeFlags+SoilDrynessIndex,Gradient Boosting,0.6766541822721598,0.621897810218978,0.7602195608782436
TrendDiff+ExtremeFlags+SoilDrynessIndex,XGBoost,0.6966292134831461,0.6161137440758294,0.7739188290086494
TrendDiff+InteractionFeatures+StdFeatures,Logistic Regression,0.682896379525593,0.5981012658227848,0.7541250831669993
TrendDiff+InteractionFeatures+StdFeatures,Random Forest,0.6978776529338327,0.6409495548961425,0.7763572854291417
TrendDiff+InteractionFeatures+StdFeatures,Decision Tree,0.6704119850187266,0.5862068965517241,0.6617564870259481
TrendDiff+InteractionFeatures+StdFeatures,Gradient Boosting,0.6966292134831461,0.6462882096069869,0.7711510312707918
TrendDiff+InteractionFeatures+StdFeatures,XGBoost,0.6903870162297129,0.6149068322981367,0.7817964071856287
TrendDiff+InteractionFeatures+RatioFeatures,Logistic Regression,0.6754057428214731,0.59375,0.7515103127079175
TrendDiff+InteractionFeatures+RatioFeatures,Random Forest,0.6729088639200999,0.603030303030303,0.7640851630073187
TrendDiff+InteractionFeatures+RatioFeatures,Decision Tree,0.6491885143570537,0.5489566613162119,0.6395508982035928
TrendDiff+InteractionFeatures+RatioFeatures,Gradient Boosting,0.6791510611735331,0.6248175182481752,0.754630738522954
TrendDiff+InteractionFeatures+RatioFeatures,XGBoost,0.6791510611735331,0.6015503875968993,0.76583499667332
TrendDiff+InteractionFeatures+CumulativeLoad,Logistic Regression,0.6729088639200999,0.5880503144654088,0.7528010645375915
TrendDiff+InteractionFeatures+CumulativeLoad,Random Forest,0.7153558052434457,0.6576576576576577,0.7802495009980039
TrendDiff+InteractionFeatures+CumulativeLoad,Decision Tree,0.6292134831460674,0.5263157894736842,0.6135528942115769
TrendDiff+InteractionFeatures+CumulativeLoad,Gradient Boosting,0.682896379525593,0.6275659824046921,0.7578243512974052
TrendDiff+InteractionFeatures+CumulativeLoad,XGBoost,0.6903870162297129,0.610062893081761,0.7708117099135064
TrendDiff+InteractionFeatures+SoilDrynessIndex,Logistic Regression,0.6791510611735331,0.5927099841521395,0.7533466400532269
TrendDiff+InteractionFeatures+SoilDrynessIndex,Random Forest,0.686641697877653,0.6214177978883861,0.765499001996008
TrendDiff+InteractionFeatures+SoilDrynessIndex,Decision Tree,0.6591760299625468,0.5780525502318392,0.6512341982701264
TrendDiff+InteractionFeatures+SoilDrynessIndex,Gradient Boosting,0.6878901373283396,0.6312684365781711,0.7669128409846974
TrendDiff+InteractionFeatures+SoilDrynessIndex,XGBoost,0.6841448189762797,0.6065318818040435,0.7749966733200266
TrendDiff+StdFeatures+RatioFeatures,Logistic Regression,0.6853932584269663,0.6050156739811913,0.7538123752495011
TrendDiff+StdFeatures+RatioFeatures,Random Forest,0.6941323345817728,0.6293494704992436,0.7731137724550898
TrendDiff+StdFeatures+RatioFeatures,Decision Tree,0.6641697877652933,0.5750394944707741,0.6550665335994678
TrendDiff+StdFeatures+RatioFeatures,Gradient Boosting,0.686641697877653,0.6225563909774436,0.7641783100465736
TrendDiff+StdFeatures+RatioFeatures,XGBoost,0.6953807740324595,0.61875,0.7884830339321358
TrendDiff+StdFeatures+CumulativeLoad,Logistic Regression,0.6878901373283396,0.6044303797468354,0.7538722554890219
TrendDiff+StdFeatures+CumulativeLoad,Random Forest,0.7028714107365793,0.6468842729970327,0.7779740518962076
TrendDiff+StdFeatures+CumulativeLoad,Decision Tree,0.6729088639200999,0.5944272445820433,0.6678975382568196
TrendDiff+StdFeatures+CumulativeLoad,Gradient Boosting,0.6978776529338327,0.6472303206997084,0.7680771789753826
TrendDiff+StdFeatures+CumulativeLoad,XGBoost,0.6928838951310862,0.616822429906542,0.7748769128409848
TrendDiff+StdFeatures+SoilDrynessIndex,Logistic Regression,0.6878901373283396,0.6056782334384858,0.7558216899534266
TrendDiff+StdFeatures+SoilDrynessIndex,Random Forest,0.6878901373283396,0.6246246246246246,0.7808150365934798
TrendDiff+StdFeatures+SoilDrynessIndex,Decision Tree,0.6541822721598003,0.5678627145085804,0.6444710578842315
TrendDiff+StdFeatures+SoilDrynessIndex,Gradient Boosting,0.6941323345817728,0.6348733233979136,0.7730871590153027
TrendDiff+StdFeatures+SoilDrynessIndex,XGBoost,0.7078651685393258,0.6320754716981132,0.7934930139720558
TrendDiff+RatioFeatures+CumulativeLoad,Logistic Regression,0.6766541822721598,0.5921259842519685,0.7517764471057885
TrendDiff+RatioFeatures+CumulativeLoad,Random Forest,0.686641697877653,0.6179604261796042,0.7726347305389221
TrendDiff+RatioFeatures+CumulativeLoad,Decision Tree,0.6416978776529338,0.5564142194744977,0.6361809713905522
TrendDiff+RatioFeatures+CumulativeLoad,Gradient Boosting,0.6891385767790262,0.6343612334801763,0.752435129740519
TrendDiff+RatioFeatures+CumulativeLoad,XGBoost,0.6754057428214731,0.5911949685534591,0.7636194278110446
TrendDiff+RatioFeatures+SoilDrynessIndex,Logistic Regression,0.6766541822721598,0.580226904376013,0.750938123752495
TrendDiff+RatioFeatures+SoilDrynessIndex,Random Forest,0.6978776529338327,0.6366366366366366,0.7729673985362608
TrendDiff+RatioFeatures+SoilDrynessIndex,Decision Tree,0.651685393258427,0.5660964230171073,0.6449168330006653
TrendDiff+RatioFeatures+SoilDrynessIndex,Gradient Boosting,0.6729088639200999,0.6158357771260997,0.7567797737857618
TrendDiff+RatioFeatures+SoilDrynessIndex,XGBoost,0.6878901373283396,0.6141975308641975,0.7723087159015303
TrendDiff+CumulativeLoad+SoilDrynessIndex,Logistic Regression,0.6754057428214731,0.577922077922078,0.749973386560213
TrendDiff+CumulativeLoad+SoilDrynessIndex,Random Forest,0.6891385767790262,0.6289120715350224,0.7782401862940785
TrendDiff+CumulativeLoad+SoilDrynessIndex,Decision Tree,0.6629213483146067,0.5686900958466453,0.6493246839654025
TrendDiff+CumulativeLoad+SoilDrynessIndex,Gradient Boosting,0.6816479400749064,0.6210995542347697,0.7545575515635397
TrendDiff+CumulativeLoad+SoilDrynessIndex,XGBoost,0.6903870162297129,0.6172839506172839,0.7686759813705921
ExtremeFlags+InteractionFeatures+StdFeatures,Logistic Regression,0.6841448189762797,0.6003159557661928,0.7543246839654024
ExtremeFlags+InteractionFeatures+StdFeatures,Random Forest,0.7028714107365793,0.6447761194029851,0.7922255489021957
ExtremeFlags+InteractionFeatures+StdFeatures,Decision Tree,0.6729088639200999,0.5880503144654088,0.6663473053892215
ExtremeFlags+InteractionFeatures+StdFeatures,Gradient Boosting,0.6941323345817728,0.6454413892908828,0.7712974051896206
ExtremeFlags+InteractionFeatures+StdFeatures,XGBoost,0.6878901373283396,0.6153846153846154,0.7815768463073851
ExtremeFlags+InteractionFeatures+RatioFeatures,Logistic Regression,0.6754057428214731,0.5924764890282131,0.7513439787092482
ExtremeFlags+InteractionFeatures+RatioFeatures,Random Forest,0.6853932584269663,0.6158536585365854,0.767341982701264
ExtremeFlags+InteractionFeatures+RatioFeatures,Decision Tree,0.6554307116104869,0.5605095541401274,0.6431337325349301
ExtremeFlags+InteractionFeatures+RatioFeatures,Gradient Boosting,0.686641697877653,0.6270430906389302,0.7544943446440453
ExtremeFlags+InteractionFeatures+RatioFeatures,XGBoost,0.6754057428214731,0.5819935691318328,0.755482368596141
ExtremeFlags+InteractionFeatures+CumulativeLoad,Logistic Regression,0.6704119850187266,0.5822784810126582,0.7526280771789754
ExtremeFlags+InteractionFeatures+CumulativeLoad,Random Forest,0.6953807740324595,0.6303030303030303,0.7829640718562874
ExtremeFlags+InteractionFeatures+CumulativeLoad,Decision Tree,0.6404494382022472,0.535483870967742,0.6236826347305389
ExtremeFlags+InteractionFeatures+CumulativeLoad,Gradient Boosting,0.6891385767790262,0.6300148588410104,0.7607451763140385
ExtremeFlags+InteractionFeatures+CumulativeLoad,XGBoost,0.6891385767790262,0.6115444617784711,0.7759481037924152
ExtremeFlags+InteractionFeatures+SoilDrynessIndex,Logistic Regression,0.6741573033707865,0.5810593900481541,0.7507850964737192
ExtremeFlags+InteractionFeatures+SoilDrynessIndex,Random Forest,0.6953807740324595,0.6257668711656442,0.7736127744510979
ExtremeFlags+InteractionFeatures+SoilDrynessIndex,Decision Tree,0.6404494382022472,0.54858934169279,0.6312408516300733
ExtremeFlags+InteractionFeatures+SoilDrynessIndex,Gradient Boosting,0.6729088639200999,0.6158357771260997,0.7585163007318696
ExtremeFlags+InteractionFeatures+SoilDrynessIndex,XGBoost,0.6841448189762797,0.6053042121684867,0.7723419827012641
ExtremeFlags+StdFeatures+RatioFeatures,Logistic Regression,0.6816479400749064,0.5971563981042654,0.7539720558882236
ExtremeFlags+StdFeatures+RatioFeatures,Random Forest,0.6853932584269663,0.6227544910179641,0.7778210246174319
ExtremeFlags+StdFeatures+RatioFeatures,Decision Tree,0.6566791510611736,0.5627980922098569,0.645395874916833
ExtremeFlags+StdFeatures+RatioFeatures,Gradient Boosting,0.686641697877653,0.631424375917768,0.7664936793080505
ExtremeFlags+StdFeatures+RatioFeatures,XGBoost,0.6878901373283396,0.6118012422360248,0.7811909514304723
ExtremeFlags+StdFeatures+CumulativeLoad,Logistic Regression,0.686641697877653,0.6047244094488189,0.7530605455755156
ExtremeFlags+StdFeatures+CumulativeLoad,Random Forest,0.7016229712858927,0.6427503736920778,0.7848170326014637
ExtremeFlags+StdFeatures+CumulativeLoad,Decision Tree,0.6604244694132334,0.5709779179810726,0.6513805721889553
ExtremeFlags+StdFeatures+CumulativeLoad,Gradient Boosting,0.6853932584269663,0.6304985337243402,0.7626347305389221
ExtremeFlags+StdFeatures+CumulativeLoad,XGBoost,0.6916354556803995,0.6182380216383307,0.7783699268130406
ExtremeFlags+StdFeatures+SoilDrynessIndex,Logistic Regression,0.6841448189762797,0.5964912280701754,0.7543446440452428
ExtremeFlags+StdFeatures+SoilDrynessIndex,Random Forest,0.6978776529338327,0.6344410876132931,0.7802195608782436
ExtremeFlags+StdFeatures+SoilDrynessIndex,Decision Tree,0.6666666666666666,0.5728,0.6534031936127745
ExtremeFlags+StdFeatures+SoilDrynessIndex,Gradient Boosting,0.6928838951310862,0.6403508771929824,0.7623552894211577
ExtremeFlags+StdFeatures+SoilDrynessIndex,XGBoost,0.7091136079900124,0.6365054602184087,0.7810179640718564
ExtremeFlags+RatioFeatures+CumulativeLoad,Logistic Regression,0.6741573033707865,0.5915492957746479,0.7508316699933466
ExtremeFlags+RatioFeatures+CumulativeLoad,Random Forest,0.6816479400749064,0.6142208774583964,0.7730871590153027
ExtremeFlags+RatioFeatures+CumulativeLoad,Decision Tree,0.634207240948814,0.532695374800638,0.6227478376580171
ExtremeFlags+RatioFeatures+CumulativeLoad,Gradient Boosting,0.6841448189762797,0.6284875183553598,0.7500532268795742
ExtremeFlags+RatioFeatures+CumulativeLoad,XGBoost,0.6903870162297129,0.6184615384615385,0.7766733200266135
ExtremeFlags+RatioFeatures+SoilDrynessIndex,Logistic Regression,0.6729088639200999,0.5774193548387097,0.750026613439787
ExtremeFlags+RatioFeatures+SoilDrynessIndex,Random Forest,0.6941323345817728,0.6270928462709284,0.7743479707252162
ExtremeFlags+RatioFeatures+SoilDrynessIndex,Decision Tree,0.6466916354556804,0.5472,0.6327578176979375
ExtremeFlags+RatioFeatures+SoilDrynessIndex,Gradient Boosting,0.66541822721598,0.6047197640117994,0.7482900864936792
ExtremeFlags+RatioFeatures+SoilDrynessIndex,XGBoost,0.682896379525593,0.6055900621118012,0.7766799733865603
ExtremeFlags+CumulativeLoad+SoilDrynessIndex,Logistic Regression,0.6754057428214731,0.5792880258899676,0.7493080505655355
ExtremeFlags+CumulativeLoad+SoilDrynessIndex,Random Forest,0.6941323345817728,0.6337817638266069,0.7793512974051896
ExtremeFlags+CumulativeLoad+SoilDrynessIndex,Decision Tree,0.6566791510611736,0.5682888540031397,0.6464737192282103
ExtremeFlags+CumulativeLoad+SoilDrynessIndex,Gradient Boosting,0.6903870162297129,0.6352941176470588,0.7558549567531604
ExtremeFlags+CumulativeLoad+SoilDrynessIndex,XGBoost,0.6716604244694132,0.5884194053208138,0.7652495009980039
InteractionFeatures+StdFeatures+RatioFeatures,Logistic Regression,0.682896379525593,0.60062893081761,0.7529540918163674
InteractionFeatures+StdFeatures+RatioFeatures,Random Forest,0.6791510611735331,0.6135338345864662,0.772228875582169
InteractionFeatures+StdFeatures+RatioFeatures,Decision Tree,0.6579275905118602,0.5691823899371069,0.6479374584165003
InteractionFeatures+StdFeatures+RatioFeatures,Gradient Boosting,0.6791510611735331,0.6248175182481752,0.7622687957418496
InteractionFeatures+StdFeatures+RatioFeatures,XGBoost,0.6978776529338327,0.6242236024844721,0.7795874916833001
InteractionFeatures+StdFeatures+CumulativeLoad,Logistic Regression,0.6816479400749064,0.5945945945945946,0.7535728542914172
InteractionFeatures+StdFeatures+CumulativeLoad,Random Forest,0.6966292134831461,0.6334841628959276,0.7790419161676646
InteractionFeatures+StdFeatures+CumulativeLoad,Decision Tree,0.6579275905118602,0.5636942675159236,0.6457185628742514
InteractionFeatures+StdFeatures+CumulativeLoad,Gradient Boosting,0.6816479400749064,0.62882096069869,0.7616367265469062
InteractionFeatures+StdFeatures+CumulativeLoad,XGBoost,0.6953807740324595,0.6211180124223602,0.7792814371257485
InteractionFeatures+StdFeatures+SoilDrynessIndex,Logistic Regression,0.6816479400749064,0.5996860282574569,0.7531270791749833
InteractionFeatures+StdFeatures+SoilDrynessIndex,Random Forest,0.682896379525593,0.6174698795180723,0.7785495675316034
InteractionFeatures+StdFeatures+SoilDrynessIndex,Decision Tree,0.66541822721598,0.58125,0.6582368596141052
InteractionFeatures+StdFeatures+SoilDrynessIndex,Gradient Boosting,0.6928838951310862,0.6350148367952523,0.7749567531603458
InteractionFeatures+StdFeatures+SoilDrynessIndex,XGBoost,0.7103620474406991,0.6340694006309149,0.7905988023952095
InteractionFeatures+RatioFeatures+CumulativeLoad,Logistic Regression,0.6779026217228464,0.596875,0.7498602794411178
InteractionFeatures+RatioFeatures+CumulativeLoad,Random Forest,0.6953807740324595,0.6358208955223881,0.7688922155688622
InteractionFeatures+RatioFeatures+CumulativeLoad,Decision Tree,0.6279650436953808,0.5254777070063694,0.6161510312707917
InteractionFeatures+RatioFeatures+CumulativeLoad,Gradient Boosting,0.6766541822721598,0.6196769456681351,0.7529507651363939
InteractionFeatures+RatioFeatures+CumulativeLoad,XGBoost,0.6791510611735331,0.6027820710973725,0.7687425149700599
InteractionFeatures+RatioFeatures+SoilDrynessIndex,Logistic Regression,0.6729088639200999,0.5774193548387097,0.7490419161676647
InteractionFeatures+RatioFeatures+SoilDrynessIndex,Random Forest,0.700374531835206,0.6407185628742516,0.7780705256154359
InteractionFeatures+RatioFeatures+SoilDrynessIndex,Decision Tree,0.6641697877652933,0.5682182985553772,0.6499866932801064
InteractionFeatures+RatioFeatures+SoilDrynessIndex,Gradient Boosting,0.6604244694132334,0.5952380952380952,0.7587125748502994
InteractionFeatures+RatioFeatures+SoilDrynessIndex,XGBoost,0.6941323345817728,0.6201550387596899,0.7774916833000665
InteractionFeatures+CumulativeLoad+SoilDrynessIndex,Logistic Regression,0.6766541822721598,0.5882352941176471,0.749061876247505
InteractionFeatures+CumulativeLoad+SoilDrynessIndex,Random Forest,0.7103620474406991,0.6441717791411042,0.7841849634065203
InteractionFeatures+CumulativeLoad+SoilDrynessIndex,Decision Tree,0.6504369538077404,0.56656346749226,0.6431536926147704
InteractionFeatures+CumulativeLoad+SoilDrynessIndex,Gradient Boosting,0.6903870162297129,0.6405797101449275,0.7660412508316701
InteractionFeatures+CumulativeLoad+SoilDrynessIndex,XGBoost,0.6841448189762797,0.6028257456828885,0.7663539587491683
StdFeatures+RatioFeatures+CumulativeLoad,Logistic Regression,0.686641697877653,0.6047244094488189,0.752781104457751
StdFeatures+RatioFeatures+CumulativeLoad,Random Forest,0.7066167290886392,0.6455505279034691,0.7798769128409848
StdFeatures+RatioFeatures+CumulativeLoad,Decision Tree,0.6604244694132334,0.5763239875389408,0.6535528942115769
StdFeatures+RatioFeatures+CumulativeLoad,Gradient Boosting,0.686641697877653,0.6281481481481481,0.7634131736526946
StdFeatures+RatioFeatures+CumulativeLoad,XGBoost,0.6803995006242197,0.6049382716049383,0.7797272122421822
StdFeatures+RatioFeatures+SoilDrynessIndex,Logistic Regression,0.6853932584269663,0.6012658227848101,0.7546706586826347
StdFeatures+RatioFeatures+SoilDrynessIndex,Random Forest,0.6953807740324595,0.6336336336336337,0.7804890219560878
StdFeatures+RatioFeatures+SoilDrynessIndex,Decision Tree,0.6504369538077404,0.559748427672956,0.6389055222887559
StdFeatures+RatioFeatures+SoilDrynessIndex,Gradient Boosting,0.6853932584269663,0.6283185840707964,0.7623619427811044
StdFeatures+RatioFeatures+SoilDrynessIndex,XGBoost,0.704119850187266,0.6267716535433071,0.7907584830339321
StdFeatures+CumulativeLoad+SoilDrynessIndex,Logistic Regression,0.6903870162297129,0.610062893081761,0.754690618762475
StdFeatures+CumulativeLoad+SoilDrynessIndex,Random Forest,0.7091136079900124,0.6453576864535768,0.7845908183632734
StdFeatures+CumulativeLoad+SoilDrynessIndex,Decision Tree,0.6629213483146067,0.5714285714285714,0.6521057884231536
StdFeatures+CumulativeLoad+SoilDrynessIndex,Gradient Boosting,0.682896379525593,0.6186186186186187,0.7583965402528277
StdFeatures+CumulativeLoad+SoilDrynessIndex,XGBoost,0.6941323345817728,0.6248085758039816,0.7823885562208915
RatioFeatures+CumulativeLoad+SoilDrynessIndex,Logistic Regression,0.6741573033707865,0.5783521809369951,0.7494810379241517
RatioFeatures+CumulativeLoad+SoilDrynessIndex,Random Forest,0.6916354556803995,0.6296851574212894,0.7796373918829008
RatioFeatures+CumulativeLoad+SoilDrynessIndex,Decision Tree,0.6292134831460674,0.5493171471927162,0.6240219560878244
RatioFeatures+CumulativeLoad+SoilDrynessIndex,Gradient Boosting,0.6716604244694132,0.6092124814264487,0.7497837658017299
RatioFeatures+CumulativeLoad+SoilDrynessIndex,XGBoost,0.6803995006242197,0.6,0.7677977378576181
MinMaxQuantile+TrendDiff+ExtremeFlags+InteractionFeatures,Logistic Regression,0.6841448189762797,0.6053042121684867,0.7529873586161011
MinMaxQuantile+TrendDiff+ExtremeFlags+InteractionFeatures,Random Forest,0.6991260923845194,0.6408345752608048,0.7769560878243513
MinMaxQuantile+TrendDiff+ExtremeFlags+InteractionFeatures,Decision Tree,0.6529338327091136,0.5516129032258065,0.6370392548236861
MinMaxQuantile+TrendDiff+ExtremeFlags+InteractionFeatures,Gradient Boosting,0.6816479400749064,0.6255506607929515,0.756101131071191
MinMaxQuantile+TrendDiff+ExtremeFlags+InteractionFeatures,XGBoost,0.6903870162297129,0.610062893081761,0.7710179640718562
MinMaxQuantile+TrendDiff+ExtremeFlags+StdFeatures,Logistic Regression,0.686641697877653,0.6034755134281201,0.7550299401197604
MinMaxQuantile+TrendDiff+ExtremeFlags+StdFeatures,Random Forest,0.6916354556803995,0.624048706240487,0.7821989354624084
MinMaxQuantile+TrendDiff+ExtremeFlags+StdFeatures,Decision Tree,0.6554307116104869,0.5646687697160884,0.6451397205588822
MinMaxQuantile+TrendDiff+ExtremeFlags+StdFeatures,Gradient Boosting,0.686641697877653,0.6259314456035767,0.7614304723885561
MinMaxQuantile+TrendDiff+ExtremeFlags+StdFeatures,XGBoost,0.6916354556803995,0.6251896813353566,0.7779906852960745
MinMaxQuantile+TrendDiff+ExtremeFlags+RatioFeatures,Logistic Regression,0.6841448189762797,0.6053042121684867,0.7523419827012641
MinMaxQuantile+TrendDiff+ExtremeFlags+RatioFeatures,Random Forest,0.6916354556803995,0.6263237518910741,0.7725049900199601
MinMaxQuantile+TrendDiff+ExtremeFlags+RatioFeatures,Decision Tree,0.6379525593008739,0.5482866043613707,0.6283666001330672
MinMaxQuantile+TrendDiff+ExtremeFlags+RatioFeatures,Gradient Boosting,0.6853932584269663,0.631578947368421,0.7624018629407852
MinMaxQuantile+TrendDiff+ExtremeFlags+RatioFeatures,XGBoost,0.6941323345817728,0.6248085758039816,0.7766200931470393
MinMaxQuantile+TrendDiff+ExtremeFlags+CumulativeLoad,Logistic Regression,0.686641697877653,0.6047244094488189,0.7519228210246174
MinMaxQuantile+TrendDiff+ExtremeFlags+CumulativeLoad,Random Forest,0.704119850187266,0.6509572901325479,0.779268130405855
MinMaxQuantile+TrendDiff+ExtremeFlags+CumulativeLoad,Decision Tree,0.651685393258427,0.5521669341894061,0.635542248835662
MinMaxQuantile+TrendDiff+ExtremeFlags+CumulativeLoad,Gradient Boosting,0.6891385767790262,0.6332842415316642,0.7626813040585496
MinMaxQuantile+TrendDiff+ExtremeFlags+CumulativeLoad,XGBoost,0.6779026217228464,0.6030769230769231,0.770352628077179
MinMaxQuantile+TrendDiff+ExtremeFlags+SoilDrynessIndex,Logistic Regression,0.6891385767790262,0.6028708133971292,0.752401862940785
MinMaxQuantile+TrendDiff+ExtremeFlags+SoilDrynessIndex,Random Forest,0.6978776529338327,0.6441176470588236,0.7895176314038589
MinMaxQuantile+TrendDiff+ExtremeFlags+SoilDrynessIndex,Decision Tree,0.6679151061173533,0.584375,0.6592448436460413
MinMaxQuantile+TrendDiff+ExtremeFlags+SoilDrynessIndex,Gradient Boosting,0.6766541822721598,0.6151560178306092,0.7562275449101798
MinMaxQuantile+TrendDiff+ExtremeFlags+SoilDrynessIndex,XGBoost,0.6716604244694132,0.5960061443932412,0.7620691949434466
MinMaxQuantile+TrendDiff+InteractionFeatures+StdFeatures,Logistic Regression,0.682896379525593,0.6018808777429467,0.7540119760479042
MinMaxQuantile+TrendDiff+InteractionFeatures+StdFeatures,Random Forest,0.704119850187266,0.6403641881638846,0.7805988023952095
MinMaxQuantile+TrendDiff+InteractionFeatures+StdFeatures,Decision Tree,0.6541822721598003,0.5665101721439749,0.6450765136393878
MinMaxQuantile+TrendDiff+InteractionFeatures+StdFeatures,Gradient Boosting,0.6916354556803995,0.6329866270430906,0.7679108449767132
MinMaxQuantile+TrendDiff+InteractionFeatures+StdFeatures,XGBoost,0.6853932584269663,0.60625,0.779441117764471
MinMaxQuantile+TrendDiff+InteractionFeatures+RatioFeatures,Logistic Regression,0.6841448189762797,0.6053042121684867,0.751583499667332
MinMaxQuantile+TrendDiff+InteractionFeatures+RatioFeatures,Random Forest,0.6978776529338327,0.6420118343195266,0.7752794411177645
